"","location","year","gdp"
"1075","Afghanistan","2019","78557606649"
"1343","Afghanistan","2020","76710638230"
"7","Afghanistan","2021","81057384499.9338"
"8","Afghanistan","2022","84800266269.5999"
"9","Afghanistan","2023","87210694853.179"
"10","Afghanistan","2024","90252232918.7917"
"11","Afghanistan","2025","93586951896.5221"
"12","Afghanistan","2026","96917173738.751"
"13","Afghanistan","2027","100436569017.951"
"14","Afghanistan","2028","102944891495.538"
"15","Afghanistan","2029","105515857308.248"
"16","Afghanistan","2030","108151030922.958"
"17","Afghanistan","2031","110852015877.848"
"18","Afghanistan","2032","113620455758.172"
"19","Afghanistan","2033","116458035196.404"
"20","Afghanistan","2034","119366480897.357"
"21","Afghanistan","2035","122347562688.908"
"22","Afghanistan","2036","125403094598.961"
"23","Afghanistan","2037","128534935959.306"
"24","Afghanistan","2038","131744992537.048"
"25","Afghanistan","2039","135035217694.293"
"26","Afghanistan","2040","138407613576.792"
"27","Afghanistan","2041","141864232332.275"
"28","Afghanistan","2042","145407177359.211"
"29","Afghanistan","2043","149038604586.752"
"30","Afghanistan","2044","152760723786.645"
"31","Afghanistan","2045","156575799917.91"
"32","Afghanistan","2046","160486154505.093"
"33","Afghanistan","2047","164494167050.948"
"34","Afghanistan","2048","168602276484.396"
"35","Afghanistan","2049","172812982644.645"
"36","Afghanistan","2050","177128847802.374"
"1078","Albania","2019","38968979796"
"1346","Albania","2020","37682192114"
"71","Albania","2021","41039298609.4363"
"81","Albania","2022","43027242234.0774"
"91","Albania","2023","44579234861.4606"
"101","Albania","2024","46063723382.3472"
"111","Albania","2025","47643248457.1279"
"121","Albania","2026","49287416961.3834"
"131","Albania","2027","50995718833.2649"
"141","Albania","2028","52680331137.6644"
"151","Albania","2029","54420593576.6451"
"161","Albania","2030","56218344518.2818"
"171","Albania","2031","58075483060.0115"
"181","Albania","2032","59993971034.7907"
"191","Albania","2033","61975835083.5248"
"201","Albania","2034","64023168795.9587"
"211","Albania","2035","66138134922.291"
"221","Albania","2036","68322967657.847"
"231","Albania","2037","70579975003.2248"
"241","Albania","2038","72911541202.4071"
"251","Albania","2039","75320129261.4147"
"261","Albania","2040","77808283550.1621"
"272","Albania","2041","80378632490.2639"
"281","Albania","2042","83033891331.6312"
"291","Albania","2043","85776865020.7911"
"301","Albania","2044","88610451163.9594"
"311","Albania","2045","91537643087.9965"
"321","Albania","2046","94561533002.4805"
"331","Albania","2047","97685315266.2369"
"341","Albania","2048","100912289761.776"
"351","Albania","2049","104245865381.205"
"361","Albania","2050","107689563627.29"
"1081","United Arab Emirates","2019","6.61e+11"
"1349","United Arab Emirates","2020","6.28e+11"
"72","United Arab Emirates","2021","655349400000"
"82","United Arab Emirates","2022","706794327900"
"9.1","United Arab Emirates","2023","730712247956.136"
"102","United Arab Emirates","2024","760028423344.136"
"112","United Arab Emirates","2025","791592403765.618"
"122","United Arab Emirates","2026","825369651634.297"
"132","United Arab Emirates","2027","861364022142.069"
"142","United Arab Emirates","2028","879913376841.36"
"152","United Arab Emirates","2029","898862189320.306"
"162","United Arab Emirates","2030","918219061846.767"
"172","United Arab Emirates","2031","937992781937.245"
"182","United Arab Emirates","2032","958192326346.193"
"192","United Arab Emirates","2033","978826865141.224"
"202","United Arab Emirates","2034","999905765866.085"
"212","United Arab Emirates","2035","1021438597793.28"
"222","United Arab Emirates","2036","1043435136268.26"
"232","United Arab Emirates","2037","1065905367147.2"
"242","United Arab Emirates","2038","1088859491330.29"
"252","United Arab Emirates","2039","1112307929392.69"
"262","United Arab Emirates","2040","1136261326315.2"
"273","United Arab Emirates","2041","1160730556316.81"
"282","United Arab Emirates","2042","1185726727791.31"
"292","United Arab Emirates","2043","1211261188350.2"
"302","United Arab Emirates","2044","1237345529974.22"
"312","United Arab Emirates","2045","1263991594275.81"
"322","United Arab Emirates","2046","1291211477874.89"
"332","United Arab Emirates","2047","1319017537890.42"
"342","United Arab Emirates","2048","1347422397550.18"
"352","United Arab Emirates","2049","1376438951921.43"
"362","United Arab Emirates","2050","1406080373764.91"
"1082","Argentina","2019","9.92e+11"
"1350","Argentina","2020","8.94e+11"
"73","Argentina","2021","989818920000"
"83","Argentina","2022","1038874345675.2"
"93","Argentina","2023","1012902487033.32"
"10.1","Argentina","2024","1040757305426.74"
"113","Argentina","2025","1074581917853.11"
"123","Argentina","2026","1106819375388.7"
"133","Argentina","2027","1137256908211.89"
"143","Argentina","2028","1126619322453.81"
"153","Argentina","2029","1116081237723.11"
"163","Argentina","2030","1105641723314.77"
"173","Argentina","2031","1095299857229.32"
"183","Argentina","2032","1085054726091.44"
"193","Argentina","2033","1074905425069.25"
"203","Argentina","2034","1064851057794.42"
"213","Argentina","2035","1054890736283"
"223","Argentina","2036","1045023580857"
"233","Argentina","2037","1035248720066.69"
"243","Argentina","2038","1025565290613.65"
"253","Argentina","2039","1015972437274.5"
"263","Argentina","2040","1006469312825.38"
"275","Argentina","2041","997055077967.144"
"283","Argentina","2042","987728901251.205"
"293","Argentina","2043","978489959006.118"
"303","Argentina","2044","969337435264.833"
"313","Argentina","2045","960270521692.629"
"323","Argentina","2046","951288417515.724"
"333","Argentina","2047","942390329450.553"
"343","Argentina","2048","933575471633.703"
"353","Argentina","2049","924843065552.512"
"363","Argentina","2050","916192339976.309"
"1083","Armenia","2019","40384118258"
"1351","Armenia","2020","37476461744"
"74","Armenia","2021","39606623829.529"
"84","Armenia","2022","44598642697.0028"
"94","Armenia","2023","47734819251.456"
"104","Armenia","2024","50122514910.4138"
"11.1","Armenia","2025","52378028081.3824"
"124","Armenia","2026","54735039345.0446"
"134","Armenia","2027","57198116115.5716"
"144","Armenia","2028","60104608724.9737"
"154","Armenia","2029","63158793249.1137"
"164","Armenia","2030","66368174576.0509"
"174","Armenia","2031","69740638950.8397"
"184","Armenia","2032","73284473353.9873"
"194","Armenia","2033","77008385864.6181"
"204","Armenia","2034","80921527058.3813"
"214","Armenia","2035","85033512492.6828"
"224","Armenia","2036","89354446334.4916"
"234","Armenia","2037","93894946188.7816"
"244","Armenia","2038","98666169188.6175"
"254","Armenia","2039","103679839410.995"
"264","Armenia","2040","108948276685.803"
"276","Armenia","2041","114484426868.696"
"284","Armenia","2042","120301893652.273"
"294","Armenia","2043","126414971993.715"
"304","Armenia","2044","132838683241.042"
"314","Armenia","2045","139588812044.282"
"324","Armenia","2046","146681945142.27"
"334","Armenia","2047","154135512120.373"
"344","Armenia","2048","161967828239.3"
"354","Armenia","2049","170198139440.236"
"364","Armenia","2050","178846669636.886"
"1086","Australia","2019","1.25e+12"
"1354","Australia","2020","1.25e+12"
"75","Australia","2021","1.315075e+12"
"85","Australia","2022","1363627569000"
"95","Australia","2023","1387859230901.13"
"105","Australia","2024","1405027049587.38"
"115","Australia","2025","1432818484628.22"
"125","Australia","2026","1464182881256.73"
"135","Australia","2027","1497815162039.2"
"14.1","Australia","2028","1536088065362.63"
"155","Australia","2029","1575338936572.84"
"165","Australia","2030","1615592765182.1"
"175","Australia","2031","1656875179246.9"
"185","Australia","2032","1699212461684.32"
"195","Australia","2033","1742631567005.34"
"205","Australia","2034","1787160138475.77"
"215","Australia","2035","1832826525715.6"
"225","Australia","2036","1879659802748.14"
"235","Australia","2037","1927689786510.34"
"245","Australia","2038","1976947055836.03"
"255","Australia","2039","2027462970924.33"
"265","Australia","2040","2079269693305.46"
"2710","Australia","2041","2132400206316.74"
"285","Australia","2042","2186888336101.8"
"295","Australia","2043","2242768773146.38"
"305","Australia","2044","2300077094364.45"
"315","Australia","2045","2358849785748.61"
"325","Australia","2046","2419124265599.34"
"335","Australia","2047","2480938908347.77"
"345","Australia","2048","2544333068987.23"
"355","Australia","2049","2609347108129"
"365","Australia","2050","2676022417698.39"
"1087","Austria","2019","4.95e+11"
"1355","Austria","2020","4.62e+11"
"76","Austria","2021","483053340000"
"86","Austria","2022","506476596456.6"
"96","Austria","2023","506957749223.234"
"106","Austria","2024","510846115159.776"
"116","Austria","2025","519458980661.37"
"126","Austria","2026","529536484886.201"
"136","Austria","2027","538586263412.906"
"146","Austria","2028","549449170788.037"
"15.1","Austria","2029","560531175389.846"
"166","Austria","2030","571836696255.805"
"176","Austria","2031","583370241552.272"
"186","Austria","2032","595136410372.162"
"196","Austria","2033","607139894568.87"
"206","Austria","2034","619385480627.184"
"216","Austria","2035","631878051571.935"
"226","Austria","2036","644622588915.142"
"236","Austria","2037","657624174642.43"
"246","Austria","2038","670887993239.51"
"256","Austria","2039","684419333759.536"
"266","Austria","2040","698223591932.157"
"2711","Austria","2041","712306272315.105"
"286","Austria","2042","726672990489.185"
"296","Austria","2043","741329475297.528"
"306","Austria","2044","756281571130.016"
"316","Austria","2045","771535240253.778"
"326","Austria","2046","787096565190.692"
"336","Austria","2047","802971751142.836"
"346","Austria","2048","819167128466.866"
"356","Austria","2049","835689155198.294"
"366","Austria","2050","852544419626.68"
"1089","Burundi","2019","8664576039"
"1357","Burundi","2020","8692922796"
"77","Burundi","2021","8964055058.00724"
"87","Burundi","2022","9127828343.91703"
"97","Burundi","2023","9432332697.4701"
"107","Burundi","2024","9993556492.96957"
"117","Burundi","2025","10587673426.4766"
"127","Burundi","2026","11191170811.7858"
"137","Burundi","2027","11856150181.4221"
"147","Burundi","2028","11954080956.7828"
"157","Burundi","2029","12052820631.8805"
"167","Burundi","2030","12152375888.157"
"17.1","Burundi","2031","12252753462.2423"
"187","Burundi","2032","12353960146.4104"
"197","Burundi","2033","12456002789.039"
"207","Burundi","2034","12558888295.0726"
"217","Burundi","2035","12662623626.4901"
"227","Burundi","2036","12767215802.7757"
"237","Burundi","2037","12872671901.3939"
"247","Burundi","2038","12978999058.2684"
"257","Burundi","2039","13086204468.2652"
"267","Burundi","2040","13194295385.6791"
"2712","Burundi","2041","13303279124.7247"
"287","Burundi","2042","13413163060.0316"
"297","Burundi","2043","13523954627.1431"
"307","Burundi","2044","13635661323.0194"
"317","Burundi","2045","13748290706.5449"
"327","Burundi","2046","13861850399.0399"
"337","Burundi","2047","13976348084.776"
"347","Burundi","2048","14091791511.4963"
"357","Burundi","2049","14208188490.9395"
"367","Burundi","2050","14325546899.3687"
"1090","Belgium","2019","5.97e+11"
"1358","Belgium","2020","5.66e+11"
"78","Belgium","2021","601578760000"
"88","Belgium","2022","621118038124.8"
"98","Belgium","2023","627335429686.429"
"108","Belgium","2024","632680327547.357"
"118","Belgium","2025","640418007953.261"
"128","Belgium","2026","648051790608.064"
"138","Belgium","2027","656113554883.228"
"148","Belgium","2028","667289118936.816"
"158","Belgium","2029","678655036064.176"
"168","Belgium","2030","690214548543.955"
"178","Belgium","2031","701970953880.443"
"18.1","Belgium","2032","713927605744.228"
"198","Belgium","2033","726087914928.877"
"208","Belgium","2034","738455350323.91"
"218","Belgium","2035","751033439904.346"
"228","Belgium","2036","763825771737.105"
"238","Belgium","2037","776835995004.552"
"248","Belgium","2038","790067821045.474"
"258","Belgium","2039","803525024413.79"
"268","Belgium","2040","817211443955.29"
"2713","Belgium","2041","831130983902.72"
"288","Belgium","2042","845287614989.513"
"298","Belgium","2043","859685375582.496"
"308","Belgium","2044","874328372833.886"
"318","Belgium","2045","889220783852.91"
"328","Belgium","2046","904366856897.382"
"338","Belgium","2047","919770912585.573"
"348","Belgium","2048","935437345128.727"
"358","Belgium","2049","951370623584.565"
"368","Belgium","2050","967575293132.145"
"1091","Benin","2019","38794033860"
"1359","Benin","2020","40287135687"
"79","Benin","2021","43169680245.4049"
"89","Benin","2022","45869080351.1501"
"99","Benin","2023","48392338461.2669"
"109","Benin","2024","51444927171.4036"
"119","Benin","2025","54511044830.8193"
"129","Benin","2026","57787703735.5999"
"139","Benin","2027","61233584509.3537"
"149","Benin","2028","64683552858.8387"
"159","Benin","2029","68327896267.4978"
"169","Benin","2030","72177566042.6479"
"179","Benin","2031","76244130500.4572"
"189","Benin","2032","80539809728.9107"
"19.1","Benin","2033","85077512309.3605"
"209","Benin","2034","89870874107.009"
"219","Benin","2035","94934299246.8907"
"229","Benin","2036","100283003398.487"
"239","Benin","2037","105933059499.044"
"249","Benin","2038","111901446052.994"
"259","Benin","2039","118206098152.619"
"269","Benin","2040","124865961373.273"
"2714","Benin","2041","131901048705.128"
"289","Benin","2042","139332500692.51"
"299","Benin","2043","147182648961.559"
"309","Benin","2044","155475083327.102"
"319","Benin","2045","164234722680.407"
"329","Benin","2046","173487889870.828"
"339","Benin","2047","183262390806.37"
"349","Benin","2048","193587598010.863"
"359","Benin","2049","204494538888.843"
"369","Benin","2050","216015988963.373"
"1093","Bangladesh","2019","9.05e+11"
"1361","Bangladesh","2020","9.36e+11"
"710","Bangladesh","2021","1000949040000"
"811","Bangladesh","2022","1072016421840"
"910","Bangladesh","2023","1136605411255.86"
"1010","Bangladesh","2024","1204801735931.21"
"1110","Bangladesh","2025","1284318650502.67"
"1210","Bangladesh","2026","1375505274688.36"
"1310","Bangladesh","2027","1474541654465.92"
"1410","Bangladesh","2028","1580871417595.41"
"1510","Bangladesh","2029","1694868660645.13"
"1610","Bangladesh","2030","1817086288527.1"
"1710","Bangladesh","2031","1948117076338.18"
"1810","Bangladesh","2032","2088596544414.36"
"1910","Bangladesh","2033","2239206040706.33"
"2010","Bangladesh","2034","2400676045426.31"
"21.1","Bangladesh","2035","2573789713994.23"
"2210","Bangladesh","2036","2759386675467.14"
"2310","Bangladesh","2037","2958367104874.78"
"2410","Bangladesh","2038","3171696089212.85"
"2510","Bangladesh","2039","3400408308269.74"
"2610","Bangladesh","2040","3645613052989.43"
"2715","Bangladesh","2041","3908499605710.47"
"2810","Bangladesh","2042","4190343008376.1"
"2910","Bangladesh","2043","4492510246692.14"
"3010","Bangladesh","2044","4816466880226.91"
"3110","Bangladesh","2045","5163784150610.19"
"3210","Bangladesh","2046","5536146602307.12"
"3310","Bangladesh","2047","5935360252929.04"
"3410","Bangladesh","2048","6363361352708.55"
"3510","Bangladesh","2049","6822225775623.68"
"3610","Bangladesh","2050","7314179087719.62"
"1094","Bulgaria","2019","1.62e+11"
"1362","Bulgaria","2020","1.56e+11"
"711","Bulgaria","2021","167910600000"
"812","Bulgaria","2022","173554075266"
"911","Bulgaria","2023","176440279537.674"
"1011","Bulgaria","2024","182017556773.86"
"1111","Bulgaria","2025","187478083477.076"
"1211","Bulgaria","2026","192989939131.302"
"1311","Bulgaria","2027","198470853402.631"
"1411","Bulgaria","2028","204758284068.45"
"1511","Bulgaria","2029","211244896547.114"
"1611","Bulgaria","2030","217937000792.032"
"1711","Bulgaria","2031","224841106651.932"
"1811","Bulgaria","2032","231963930203.42"
"1911","Bulgaria","2033","239312400284.144"
"2011","Bulgaria","2034","246893665232.932"
"2111","Bulgaria","2035","254715099843.448"
"22.1","Bulgaria","2036","262784312538.14"
"2311","Bulgaria","2037","271109152769.449"
"2411","Bulgaria","2038","279697718655.488"
"2511","Bulgaria","2039","288558364857.611"
"2611","Bulgaria","2040","297699710707.542"
"2716","Bulgaria","2041","307130648591.962"
"2811","Bulgaria","2042","316860352602.72"
"2911","Bulgaria","2043","326898287461.07"
"3011","Bulgaria","2044","337254217724.628"
"3111","Bulgaria","2045","347938217285.999"
"3211","Bulgaria","2046","358960679172.312"
"3311","Bulgaria","2047","370332325655.198"
"3411","Bulgaria","2048","382064218681.047"
"3511","Bulgaria","2049","394167770631.692"
"3611","Bulgaria","2050","406654755425.977"
"1095","Bahrain","2019","74364207032"
"1363","Bahrain","2020","70910259290"
"712","Bahrain","2021","72747544108.2039"
"816","Bahrain","2022","76305626490.5362"
"912","Bahrain","2023","78399452881.4365"
"1012","Bahrain","2024","81220265196.1106"
"1112","Bahrain","2025","83790074386.9155"
"1212","Bahrain","2026","86023917770.0707"
"1312","Bahrain","2027","88363768333.4166"
"1412","Bahrain","2028","91039072758.9879"
"1512","Bahrain","2029","93795374791.4345"
"1612","Bahrain","2030","96635126717.0295"
"1712","Bahrain","2031","99560855067.5479"
"1812","Bahrain","2032","102575162868.126"
"1912","Bahrain","2033","105680731953.176"
"2012","Bahrain","2034","108880325352.42"
"2112","Bahrain","2035","112176789749.161"
"2212","Bahrain","2036","115573058012.981"
"23.1","Bahrain","2037","119072151809.12"
"2412","Bahrain","2038","122677184286.858"
"2512","Bahrain","2039","126391362849.285"
"2612","Bahrain","2040","130217992006.937"
"2717","Bahrain","2041","134160476317.822"
"2812","Bahrain","2042","138222323416.46"
"2913","Bahrain","2043","142407147134.633"
"3012","Bahrain","2044","146718670716.614"
"3112","Bahrain","2045","151160730131.747"
"3212","Bahrain","2046","155737277487.312"
"3312","Bahrain","2047","160452384544.722"
"3412","Bahrain","2048","165310246342.176"
"3512","Bahrain","2049","170315184926.99"
"3612","Bahrain","2050","175471653200.931"
"1099","Belize","2019","3472746923"
"1367","Belize","2020","2995880043"
"713","Belize","2021","3451493479.93944"
"817","Belize","2022","3890730540.19653"
"913","Belize","2023","4046632112.9422"
"1013","Belize","2024","4167950143.68821"
"1113","Belize","2025","4273982795.34364"
"1213","Belize","2026","4382712917.65718"
"1313","Belize","2027","4494209134.28238"
"1413","Belize","2028","4532096659.70384"
"1513","Belize","2029","4570303588.2816"
"1613","Belize","2030","4608832612.67968"
"1713","Belize","2031","4647686448.26204"
"1813","Belize","2032","4686867833.284"
"1913","Belize","2033","4726379529.08517"
"2013","Belize","2034","4766224320.28407"
"2113","Belize","2035","4806405014.97441"
"2213","Belize","2036","4846924444.92296"
"2313","Belize","2037","4887785465.76912"
"2413","Belize","2038","4928990957.2262"
"2513","Belize","2039","4970543823.28433"
"2613","Belize","2040","5012446992.41517"
"27.1","Belize","2041","5054703417.77825"
"2813","Belize","2042","5097316077.42912"
"2914","Belize","2043","5140287974.52925"
"3013","Belize","2044","5183622137.55763"
"3113","Belize","2045","5227321620.52424"
"3213","Belize","2046","5271389503.18529"
"3313","Belize","2047","5315828891.26024"
"3413","Belize","2048","5360642916.6507"
"3513","Belize","2049","5405834737.66114"
"3613","Belize","2050","5451407539.22149"
"1101","Bolivia (Plurinational State of)","2019","1e+11"
"1369","Bolivia (Plurinational State of)","2020","91668926759"
"714","Bolivia (Plurinational State of)","2021","97266231426.9045"
"820","Bolivia (Plurinational State of)","2022","100649150955.932"
"914","Bolivia (Plurinational State of)","2023","102460835673.139"
"1014","Bolivia (Plurinational State of)","2024","104305130715.256"
"1114","Bolivia (Plurinational State of)","2025","106495538460.276"
"1214","Bolivia (Plurinational State of)","2026","108838440306.402"
"1314","Bolivia (Plurinational State of)","2027","111341724433.449"
"1414","Bolivia (Plurinational State of)","2028","115356613940.339"
"1514","Bolivia (Plurinational State of)","2029","119516277006.598"
"1614","Bolivia (Plurinational State of)","2030","123825934045.754"
"1714","Bolivia (Plurinational State of)","2031","128290993715.081"
"1814","Bolivia (Plurinational State of)","2032","132917059703.515"
"1914","Bolivia (Plurinational State of)","2033","137709937764.329"
"2014","Bolivia (Plurinational State of)","2034","142675643001.407"
"2114","Bolivia (Plurinational State of)","2035","147820407418.25"
"2214","Bolivia (Plurinational State of)","2036","153150687739.195"
"2314","Bolivia (Plurinational State of)","2037","158673173512.662"
"2414","Bolivia (Plurinational State of)","2038","164394795506.595"
"2514","Bolivia (Plurinational State of)","2039","170322734406.636"
"2614","Bolivia (Plurinational State of)","2040","176464429827.949"
"2719","Bolivia (Plurinational State of)","2041","182827589652"
"2814","Bolivia (Plurinational State of)","2042","189420199700.019"
"29.1","Bolivia (Plurinational State of)","2043","196250533755.274"
"3014","Bolivia (Plurinational State of)","2044","203327163946.739"
"3114","Bolivia (Plurinational State of)","2045","210658971507.196"
"3214","Bolivia (Plurinational State of)","2046","218255157919.254"
"3314","Bolivia (Plurinational State of)","2047","226125256463.294"
"3414","Bolivia (Plurinational State of)","2048","234279144181.819"
"3514","Bolivia (Plurinational State of)","2049","242727054275.226"
"3614","Bolivia (Plurinational State of)","2050","251479588944.566"
"1102","Brazil","2019","3.11e+12"
"1370","Brazil","2020","3.01e+12"
"715","Brazil","2021","3160168900000"
"824","Brazil","2022","3251845399789"
"915","Brazil","2023","3352132311918.49"
"1015","Brazil","2024","3402648945859.1"
"1115","Brazil","2025","3467163169872.59"
"1215","Brazil","2026","3532241822571.1"
"1315","Brazil","2027","3603416495295.91"
"1415","Brazil","2028","3612159179431.15"
"1515","Brazil","2029","3620923075248.69"
"1615","Brazil","2030","3629708234212.75"
"1715","Brazil","2031","3638514707912.43"
"1815","Brazil","2032","3647342548061.98"
"1915","Brazil","2033","3656191806501.12"
"2015","Brazil","2034","3665062535195.35"
"2115","Brazil","2035","3673954786236.26"
"2215","Brazil","2036","3682868611841.81"
"2315","Brazil","2037","3691804064356.65"
"2415","Brazil","2038","3700761196252.45"
"2515","Brazil","2039","3709740060128.17"
"2615","Brazil","2040","3718740708710.39"
"2720","Brazil","2041","3727763194853.63"
"2815","Brazil","2042","3736807571540.62"
"2916","Brazil","2043","3745873891882.66"
"30.1","Brazil","2044","3754962209119.91"
"3115","Brazil","2045","3764072576621.68"
"3215","Brazil","2046","3773205047886.79"
"3315","Brazil","2047","3782359676543.85"
"3415","Brazil","2048","3791536516351.59"
"3515","Brazil","2049","3800735621199.16"
"3615","Brazil","2050","3809957045106.47"
"1103","Barbados","2019","4504598084"
"1371","Barbados","2020","3930802886"
"716","Barbados","2021","3923373668.54546"
"828","Barbados","2022","4307864288.06292"
"916","Barbados","2023","4501718181.02575"
"1016","Barbados","2024","4677285190.08575"
"1116","Barbados","2025","4808249175.40815"
"1216","Barbados","2026","4918838906.44254"
"1316","Barbados","2027","5017215684.57139"
"1416","Barbados","2028","5046812206.12668"
"1516","Barbados","2029","5076583317.36343"
"1616","Barbados","2030","5106530048.18499"
"1716","Barbados","2031","5136653434.57011"
"1816","Barbados","2032","5166954518.60877"
"1916","Barbados","2033","5197434348.53824"
"2016","Barbados","2034","5228093978.77932"
"2116","Barbados","2035","5258934469.97284"
"2216","Barbados","2036","5289956889.01634"
"2316","Barbados","2037","5321162309.10098"
"2416","Barbados","2038","5352551809.74868"
"2516","Barbados","2039","5384126476.84943"
"2616","Barbados","2040","5415887402.6989"
"2721","Barbados","2041","5447835686.03619"
"2816","Barbados","2042","5479972432.08186"
"2917","Barbados","2043","5512298752.57616"
"3016","Barbados","2044","5544815765.81749"
"31.1","Barbados","2045","5577524596.70108"
"3216","Barbados","2046","5610426376.7579"
"3316","Barbados","2047","5643522244.19384"
"3416","Barbados","2048","5676813343.92903"
"3516","Barbados","2049","5710300827.6375"
"3616","Barbados","2050","5743985853.78698"
"1104","Brunei Darussalam","2019","26906819939"
"1372","Brunei Darussalam","2020","27211828479"
"717","Brunei Darussalam","2021","26778888287.8991"
"829","Brunei Darussalam","2022","26342927986.5721"
"917","Brunei Darussalam","2023","26140614299.6352"
"1017","Brunei Darussalam","2024","27059456892.2674"
"1117","Brunei Darussalam","2025","27825239522.3186"
"1217","Brunei Darussalam","2026","28649701369.3649"
"1317","Brunei Darussalam","2027","29540134087.9248"
"1417","Brunei Darussalam","2028","29737162163.9108"
"1517","Brunei Darussalam","2029","29935504386.3598"
"1617","Brunei Darussalam","2030","30135169520.4232"
"1717","Brunei Darussalam","2031","30336166389.7146"
"1817","Brunei Darussalam","2032","30538503876.6998"
"1917","Brunei Darussalam","2033","30742190923.0893"
"2017","Brunei Darussalam","2034","30947236530.2332"
"2117","Brunei Darussalam","2035","31153649759.5194"
"2217","Brunei Darussalam","2036","31361439732.7738"
"2317","Brunei Darussalam","2037","31570615632.6634"
"2417","Brunei Darussalam","2038","31781186703.1021"
"2517","Brunei Darussalam","2039","31993162249.6594"
"2617","Brunei Darussalam","2040","32206551639.9715"
"2722","Brunei Darussalam","2041","32421364304.1551"
"2817","Brunei Darussalam","2042","32637609735.2244"
"2918","Brunei Darussalam","2043","32855297489.5106"
"3017","Brunei Darussalam","2044","33074437187.084"
"3117","Brunei Darussalam","2045","33295038512.1794"
"32.1","Brunei Darussalam","2046","33517111213.6238"
"3317","Brunei Darussalam","2047","33740665105.2674"
"3417","Brunei Darussalam","2048","33965710066.4173"
"3517","Brunei Darussalam","2049","34192256042.274"
"3617","Brunei Darussalam","2050","34420313044.3708"
"1106","Botswana","2019","37789705723"
"1374","Botswana","2020","34491135830"
"718","Botswana","2021","38584198918.9461"
"830","Botswana","2022","40815137300.4396"
"918","Botswana","2023","42382846724.1495"
"1018","Botswana","2024","44124781724.512"
"1118","Botswana","2025","46043768481.711"
"1218","Botswana","2026","47897490600.7847"
"1318","Botswana","2027","49807163551.038"
"1418","Botswana","2028","52109921483.5973"
"1518","Botswana","2029","54519143902.7465"
"1618","Botswana","2030","57039753030.9845"
"1718","Botswana","2031","59676898662.2294"
"1818","Botswana","2032","62435968683.2348"
"1918","Botswana","2033","65322600081.4475"
"2018","Botswana","2034","68342690461.7963"
"2118","Botswana","2035","71502410095.9425"
"2218","Botswana","2036","74808214528.6084"
"2318","Botswana","2037","78266857766.7407"
"2418","Botswana","2038","81885406078.4543"
"2518","Botswana","2039","85671252429.949"
"2618","Botswana","2040","89632131589.8955"
"2723","Botswana","2041","93776135932.1489"
"2818","Botswana","2042","98111731969.077"
"2919","Botswana","2043","102647777649.281"
"3018","Botswana","2044","107393540455.052"
"3118","Botswana","2045","112358716336.531"
"3218","Botswana","2046","117553449521.266"
"3318","Botswana","2047","122988353239.632"
"34.1","Botswana","2048","128674531408.456"
"3518","Botswana","2049","134623601317.156"
"3618","Botswana","2050","140847717362.735"
"1108","Canada","2019","1.85e+12"
"1376","Canada","2020","1.76e+12"
"719","Canada","2021","1848211200000"
"832","Canada","2022","1911752701056"
"919","Canada","2023","1936452545953.64"
"1019","Canada","2024","1967590702892.57"
"1119","Canada","2025","2014380009807.36"
"1219","Canada","2026","2050276261582.13"
"1319","Canada","2027","2084536377913.17"
"1419","Canada","2028","2129071175591.84"
"1519","Canada","2029","2174557430978.46"
"1619","Canada","2030","2221015471363.55"
"1719","Canada","2031","2268466058317.27"
"1819","Canada","2032","2316930396967.59"
"1919","Canada","2033","2366430145476.56"
"2019","Canada","2034","2416987424719.15"
"2119","Canada","2035","2468624828168.79"
"2219","Canada","2036","2521365431994.13"
"2319","Canada","2037","2575232805371.54"
"2419","Canada","2038","2630251021017.89"
"2519","Canada","2039","2686444665948.38"
"2619","Canada","2040","2743838852464.2"
"2724","Canada","2041","2802459229374.91"
"2819","Canada","2042","2862331993460.65"
"2920","Canada","2043","2923483901179.13"
"3019","Canada","2044","2985942280622.81"
"3119","Canada","2045","3049735043731.53"
"3219","Canada","2046","3114890698766.01"
"3319","Canada","2047","3181438363047.88"
"3419","Canada","2048","3249407775971.89"
"3519","Canada","2049","3318829312296.08"
"36.1","Canada","2050","3389733995715.95"
"11101","Switzerland","2019","6e+11"
"1378","Switzerland","2020","5.87e+11"
"720","Switzerland","2021","618656910000"
"837","Switzerland","2022","635144116651.5"
"920","Switzerland","2023","640644464701.702"
"1020","Switzerland","2024","652169658621.686"
"1120","Switzerland","2025","659995694525.146"
"1220","Switzerland","2026","671875617026.599"
"1320","Switzerland","2027","679938124430.918"
"1420","Switzerland","2028","692697159478.439"
"1520","Switzerland","2029","705695617746.242"
"1620","Switzerland","2030","718937992009.697"
"1720","Switzerland","2031","732428859351.079"
"1820","Switzerland","2032","746172882741.586"
"1920","Switzerland","2033","760174812653.043"
"2020","Switzerland","2034","774439488699.853"
"2120","Switzerland","2035","788971841311.755"
"2220","Switzerland","2036","803776893437.974"
"2320","Switzerland","2037","818859762283.35"
"2420","Switzerland","2038","834225661077.041"
"2520","Switzerland","2039","849879900874.422"
"2620","Switzerland","2040","865827892392.791"
"2725","Switzerland","2041","882075147881.526"
"2820","Switzerland","2042","898627283027.333"
"2921","Switzerland","2043","915490018895.248"
"3020","Switzerland","2044","932669183906.059"
"3120","Switzerland","2045","950170715850.837"
