"","location","year","gdp"
"2067","Cambodia","2034","166026177698.672"
"2167","Cambodia","2035","177835899022.714"
"2267","Cambodia","2036","190485665691.922"
"2367","Cambodia","2037","204035231544.899"
"2467","Cambodia","2038","218548600811.31"
"2567","Cambodia","2039","234094330449.35"
"2667","Cambodia","2040","250745853988.984"
"2772","Cambodia","2041","268581828410.7"
"2872","Cambodia","2042","287686505698.331"
"2969","Cambodia","2043","308150130821.056"
"3070","Cambodia","2044","330069368024.532"
"3170","Cambodia","2045","353547757444.825"
"3270","Cambodia","2046","378696204202.066"
"3369","Cambodia","2047","405633502284.154"
"3470","Cambodia","2048","434486895695.193"
"3568","Cambodia","2049","465392679519.362"
"3668","Cambodia","2050","498496843739.464"
"1199","Republic of Korea","2019","2.21e+12"
"14671","Republic of Korea","2020","2.2e+12"
"769","Republic of Korea","2021","2.29471e+12"
"8114","Republic of Korea","2022","2354670772300"
"969","Republic of Korea","2023","2388695764959.74"
"1068","Republic of Korea","2024","2441653150068.9"
"11100","Republic of Korea","2025","2496883344323.46"
"1268","Republic of Korea","2026","2552963344236.96"
"13101","Republic of Korea","2027","2608464767340.67"
"1468","Republic of Korea","2028","2681123047252.43"
"1568","Republic of Korea","2029","2755805209451.51"
"1668","Republic of Korea","2030","2832567628786.29"
"1768","Republic of Korea","2031","2911468250415.6"
"1868","Republic of Korea","2032","2992566633549.43"
"1968","Republic of Korea","2033","3075923996408"
"2068","Republic of Korea","2034","3161603262433.18"
"2168","Republic of Korea","2035","3249669107787.11"
"2268","Republic of Korea","2036","3340188010173.86"
"2368","Republic of Korea","2037","3433228299021.05"
"2468","Republic of Korea","2038","3528860207059.26"
"2568","Republic of Korea","2039","3627155923338.14"
"2668","Republic of Korea","2040","3728189647719.31"
"2773","Republic of Korea","2041","3832037646887.14"
"2873","Republic of Korea","2042","3938778311919.69"
"2970","Republic of Korea","2043","4048492217463.29"
"3071","Republic of Korea","2044","4161262182555.4"
"3172","Republic of Korea","2045","4277173333141.71"
"3272","Republic of Korea","2046","4396313166334.6"
"3370","Republic of Korea","2047","4518771616461.54"
"3471","Republic of Korea","2048","4644641122953.24"
"3569","Republic of Korea","2049","4774016700122.81"
"3669","Republic of Korea","2050","4906996008888.62"
"1200","Kuwait","2019","2.1e+11"
"14681","Kuwait","2020","1.92e+11"
"770","Kuwait","2021","194198400000"
"8115","Kuwait","2022","211410204192"
"970","Kuwait","2023","210126944252.555"
"1069","Kuwait","2024","217649488856.796"
"11102","Kuwait","2025","226546999961.262"
"1269","Kuwait","2026","231963738730.336"
"13102","Kuwait","2027","237607416493.645"
"1469","Kuwait","2028","237607416493.645"
"1569","Kuwait","2029","237607416493.645"
"1669","Kuwait","2030","237607416493.645"
"1769","Kuwait","2031","237607416493.645"
"1869","Kuwait","2032","237607416493.645"
"1969","Kuwait","2033","237607416493.645"
"2069","Kuwait","2034","237607416493.645"
"2169","Kuwait","2035","237607416493.645"
"2269","Kuwait","2036","237607416493.645"
"2369","Kuwait","2037","237607416493.645"
"2469","Kuwait","2038","237607416493.645"
"2569","Kuwait","2039","237607416493.645"
"2669","Kuwait","2040","237607416493.645"
"2774","Kuwait","2041","237607416493.645"
"2874","Kuwait","2042","237607416493.645"
"2972","Kuwait","2043","237607416493.645"
"3072","Kuwait","2044","237607416493.645"
"3173","Kuwait","2045","237607416493.645"
"3273","Kuwait","2046","237607416493.645"
"3371","Kuwait","2047","237607416493.645"
"3472","Kuwait","2048","237607416493.645"
"3570","Kuwait","2049","237607416493.645"
"3670","Kuwait","2050","237607416493.645"
"1202","Lao People's Democratic Republic","2019","56543010339"
"1470","Lao People's Democratic Republic","2020","56827439678"
"772","Lao People's Democratic Republic","2021","57998653209.7636"
"8116","Lao People's Democratic Republic","2022","59304782880.0475"
"971","Lao People's Democratic Republic","2023","61657403616.899"
"1070","Lao People's Democratic Republic","2024","64128015779.8281"
"11103","Lao People's Democratic Republic","2025","66772013870.4304"
"1270","Lao People's Democratic Republic","2026","69571096691.8788"
"13103","Lao People's Democratic Republic","2027","72588395155.4056"
"1471","Lao People's Democratic Republic","2028","77236557523.5344"
"1570","Lao People's Democratic Republic","2029","82182362694.6792"
"1670","Lao People's Democratic Republic","2030","87444870080.1021"
"1770","Lao People's Democratic Republic","2031","93044359551.1401"
"1870","Lao People's Democratic Republic","2032","99002409590.7689"
"1970","Lao People's Democratic Republic","2033","105341980449.564"
"2070","Lao People's Democratic Republic","2034","112087502626.512"
"2170","Lao People's Democratic Republic","2035","119264971015.649"
"2270","Lao People's Democratic Republic","2036","126902045081.332"
"2370","Lao People's Democratic Republic","2037","135028155448.186"
"2470","Lao People's Democratic Republic","2038","143674617316.483"
"2570","Lao People's Democratic Republic","2039","152874751140.024"
"2670","Lao People's Democratic Republic","2040","162664011031.565"
"2775","Lao People's Democratic Republic","2041","173080121390.626"
"2875","Lao People's Democratic Republic","2042","184163222280.192"
"2973","Lao People's Democratic Republic","2043","195956024112.543"
"3073","Lao People's Democratic Republic","2044","208503972240.312"
"3174","Lao People's Democratic Republic","2045","221855422087.053"
"3274","Lao People's Democratic Republic","2046","236061825492.206"
"3372","Lao People's Democratic Republic","2047","251177928988.578"
"3473","Lao People's Democratic Republic","2048","267261984776.417"
"3571","Lao People's Democratic Republic","2049","284375975207.112"
"3671","Lao People's Democratic Republic","2050","302585851641.599"
"1204","Liberia","2019","7256774358"
"1472","Liberia","2020","7040341696"
"773","Liberia","2021","7393133218.38656"
"8117","Liberia","2022","7748816857.52314"
"972","Liberia","2023","8101930441.72047"
"1072","Liberia","2024","8531089697.2184"
"11104","Liberia","2025","9074605421.82818"
"1272","Liberia","2026","9651296596.38536"
"13104","Liberia","2027","10267724909.9965"
"1473","Liberia","2028","10255180475.8056"
"1571","Liberia","2029","10242651367.5833"
"1671","Liberia","2030","10230137566.6053"
"1771","Liberia","2031","10217639054.1702"
"1871","Liberia","2032","10205155811.5995"
"1971","Liberia","2033","10192687820.2374"
"2071","Liberia","2034","10180235061.451"
"2171","Liberia","2035","10167797516.6302"
"2271","Liberia","2036","10155375167.1875"
"2371","Liberia","2037","10142967994.5582"
"2471","Liberia","2038","10130575980.2003"
"2571","Liberia","2039","10118199105.5944"
"2671","Liberia","2040","10105837352.2437"
"2776","Liberia","2041","10093490701.6741"
"2876","Liberia","2042","10081159135.434"
"2974","Liberia","2043","10068842635.0943"
"3074","Liberia","2044","10056541182.2485"
"3175","Liberia","2045","10044254758.5125"
"3275","Liberia","2046","10031983345.5248"
"3373","Liberia","2047","10019726924.9462"
"3474","Liberia","2048","10007485478.46"
"3572","Liberia","2049","9995258987.77185"
"3672","Liberia","2050","9983047434.6097"
"12111","Sri Lanka","2019","2.97e+11"
"1479","Sri Lanka","2020","2.84e+11"
"774","Sri Lanka","2021","300092630294.118"
"8118","Sri Lanka","2022","313949618674.244"
"973","Sri Lanka","2023","322873566297.831"
"1073","Sri Lanka","2024","334134022872.89"
"11105","Sri Lanka","2025","346479900987.421"
"1273","Sri Lanka","2026","358809129696.968"
"13105","Sri Lanka","2027","371838720929.098"
"1474","Sri Lanka","2028","384415055023.316"
"1572","Sri Lanka","2029","397416746054.149"
"1672","Sri Lanka","2030","410858180449.484"
"1772","Sri Lanka","2031","424754231215.161"
"1872","Sri Lanka","2032","439120274392.018"
"1972","Sri Lanka","2033","453972206069.547"
"2072","Sri Lanka","2034","469326459974.988"
"2172","Sri Lanka","2035","485200025657.319"
"2272","Sri Lanka","2036","501610467286.267"
"2372","Sri Lanka","2037","518575943087.137"
"2472","Sri Lanka","2038","536115225432.968"
"2572","Sri Lanka","2039","554247721616.246"
"2672","Sri Lanka","2040","572993495323.159"
"2777","Sri Lanka","2041","592373288834.152"
"2877","Sri Lanka","2042","612408545975.351"
"2975","Sri Lanka","2043","633121435846.25"
"3075","Sri Lanka","2044","654534877349.917"
"3176","Sri Lanka","2045","676672564552.859"
"3276","Sri Lanka","2046","699558992902.613"
"3374","Sri Lanka","2047","723219486332.063"
"3475","Sri Lanka","2048","747680225280.482"
"3573","Sri Lanka","2049","772968275662.305"
"3673","Sri Lanka","2050","799111618815.678"
"12141","Lesotho","2019","5420221633"
"1482","Lesotho","2020","5015942637"
"775","Lesotho","2021","5105878488.48141"
"8119","Lesotho","2022","5214123112.43722"
"974","Lesotho","2023","5325027511.03876"
"1074","Lesotho","2024","5447822645.44331"
"11106","Lesotho","2025","5584617472.07039"
"1274","Lesotho","2026","5702229516.03219"
"13106","Lesotho","2027","5807150539.12718"
"1475","Lesotho","2028","5770060086.97022"
"1573","Lesotho","2029","5733206532.69148"
"1673","Lesotho","2030","5696588363.2168"
"1773","Lesotho","2031","5660204075.13607"
"1873","Lesotho","2032","5624052174.64151"
"1973","Lesotho","2033","5588131177.46634"
"2073","Lesotho","2034","5552439608.82384"
"2173","Lesotho","2035","5516976003.34679"
"2273","Lesotho","2036","5481738905.02732"
"2373","Lesotho","2037","5446726867.15712"
"2473","Lesotho","2038","5411938452.26807"
"2573","Lesotho","2039","5377372232.0732"
"2673","Lesotho","2040","5343026787.40804"
"2778","Lesotho","2041","5308900708.17237"
"2878","Lesotho","2042","5274992593.27234"
"2976","Lesotho","2043","5241301050.56291"
"3076","Lesotho","2044","5207824696.79073"
"3177","Lesotho","2045","5174562157.53733"
"3277","Lesotho","2046","5141512067.16268"
"3375","Lesotho","2047","5108673068.74915"
"3476","Lesotho","2048","5076043814.04578"
"3574","Lesotho","2049","5043622963.41294"
"3674","Lesotho","2050","5011409185.7673"
"12161","Lithuania","2019","1.04e+11"
"1484","Lithuania","2020","1.04e+11"
"776","Lithuania","2021","110220240000"
"8120","Lithuania","2022","112301198131.2"
"975","Lithuania","2023","112101301998.526"
"1076","Lithuania","2024","115151578425.906"
"11107","Lithuania","2025","118139761886.058"
"1275","Lithuania","2026","121118065283.206"
"13107","Lithuania","2027","123803252790.535"
"1476","Lithuania","2028","128603357952.207"
"1574","Lithuania","2029","133589573002.301"
"1674","Lithuania","2030","138769113801.595"
"1774","Lithuania","2031","144149475984.539"
"1874","Lithuania","2032","149738445806.652"
"1974","Lithuania","2033","155544111412.493"
"2074","Lithuania","2034","161574874540.519"
"2174","Lithuania","2035","167839462681.758"
"2274","Lithuania","2036","174346941709.906"
"2374","Lithuania","2037","181106729001.112"
"2474","Lithuania","2038","188128607062.447"
"2574","Lithuania","2039","195422737688.776"
"2674","Lithuania","2040","202999676668.522"
"2779","Lithuania","2041","210870389059.601"
"2879","Lithuania","2042","219046265057.636"
"2977","Lithuania","2043","227539136479.416"
"3077","Lithuania","2044","236361293885.451"
"3178","Lithuania","2045","245525504366.403"
"3278","Lithuania","2046","255045030019.136"
"3376","Lithuania","2047","264933647139.116"
"3477","Lithuania","2048","275205666156.942"
"3575","Lithuania","2049","285875952347.858"
"3675","Lithuania","2050","296959947344.214"
"12171","Luxembourg","2019","71430070481"
"1485","Luxembourg","2020","70780178414"
"777","Luxembourg","2021","75853701602.7155"
"8121","Luxembourg","2022","76900482684.833"
"976","Luxembourg","2023","76560582551.366"
"1077","Luxembourg","2024","77705928866.3344"
"11108","Luxembourg","2025","79559215269.7965"
"1276","Luxembourg","2026","81553764796.6103"
"13108","Luxembourg","2027","83390355579.83"
"1477","Luxembourg","2028","85555473235.2936"
"1575","Luxembourg","2029","87776805238.6803"
"1675","Luxembourg","2030","90055811119.4086"
"1775","Luxembourg","2031","92393988301.6016"
"1875","Luxembourg","2032","94792873087.9722"
"1975","Luxembourg","2033","97254041669.2527"
"2075","Luxembourg","2034","99779111159.8332"
"2175","Luxembourg","2035","102369740660.289"
"2275","Luxembourg","2036","105027632347.495"
"2375","Luxembourg","2037","107754532593.044"
"2475","Luxembourg","2038","110552233110.703"
"2575","Luxembourg","2039","113422572133.658"
"2675","Luxembourg","2040","116367435622.333"
"2780","Luxembourg","2041","119388758503.559"
"2880","Luxembourg","2042","122488525941.923"
"2978","Luxembourg","2043","125668774644.121"
"3078","Luxembourg","2044","128931594197.181"
"3179","Luxembourg","2045","132279128441.428"
"3279","Luxembourg","2046","135713576879.098"
"3377","Luxembourg","2047","139237196119.524"
"3478","Luxembourg","2048","142852301361.845"
"3576","Luxembourg","2049","146561267916.209"
"3676","Luxembourg","2050","150366532764.477"
"12181","Latvia","2019","58253781476"
"1486","Latvia","2020","56206858447"
"778","Latvia","2021","58610825782.7782"
"8122","Latvia","2022","60230242899.1564"
"977","Latvia","2023","60531394113.6522"
"1079","Latvia","2024","62113684755.7831"
"11109","Latvia","2025","64118714499.6998"
"1277","Latvia","2026","66195519662.3451"
"13109","Latvia","2027","68346874051.3713"
"1478","Latvia","2028","70094347632.2104"
"1576","Latvia","2029","71886500124.2377"
"1676","Latvia","2030","73724473865.2412"
"1776","Latvia","2031","75609440399.979"
"1876","Latvia","2032","77542601226.9348"
"1976","Latvia","2033","79525188564.1664"
"2076","Latvia","2034","81558466134.735"
"2176","Latvia","2035","83643729972.2162"
"2276","Latvia","2036","85782309246.8064"
"2376","Latvia","2037","87975567112.5501"
"2476","Latvia","2038","90224901576.2297"
"2576","Latvia","2039","92531746388.4703"
"2676","Latvia","2040","94897571957.6283"
"2781","Latvia","2041","97323886287.0457"
"2881","Latvia","2042","99812235936.2684"
"2979","Latvia","2043","102364207006.84"
"3079","Latvia","2044","104981426153.301"
"3180","Latvia","2045","107665561620.035"
"3280","Latvia","2046","110418324304.628"
"3378","Latvia","2047","113241468848.413"
"3479","Latvia","2048","116136794754.895"
"3577","Latvia","2049","119106147536.779"
"3677","Latvia","2050","122151419892.317"
"12211","Morocco","2019","3.03e+11"
"1489","Morocco","2020","2.81e+11"
"779","Morocco","2021","303539010000"
"8123","Morocco","2022","307360566135.9"
"978","Morocco","2023","314691115638.241"
"1080","Morocco","2024","326070346379.72"
"11110","Morocco","2025","336442644098.059"
"1278","Morocco","2026","347343385766.836"
"13110","Morocco","2027","359107906242.759"
"1480","Morocco","2028","369610825623.306"
"1577","Morocco","2029","380420926532.292"
"1677","Morocco","2030","391547193185.248"
"1777","Morocco","2031","402998872561.318"
"1877","Morocco","2032","414785482088.376"
"1977","Morocco","2033","426916817552.905"
"2077","Morocco","2034","439402961241.222"
"2177","Morocco","2035","452254290318.812"
"2277","Morocco","2036","465481485454.733"
"2377","Morocco","2037","479095539698.26"
"2477","Morocco","2038","493107767615.149"
"2577","Morocco","2039","507529814691.111"
"2677","Morocco","2040","522373667010.311"
"2782","Morocco","2041","537651661216.935"
"2882","Morocco","2042","553376494768.111"
"2980","Morocco","2043","569561236486.691"
"3080","Morocco","2044","586219337422.682"
"3181","Morocco","2045","603364642032.338"
"3282","Morocco","2046","621011399684.213"
"3379","Morocco","2047","639174276501.73"
"3480","Morocco","2048","657868367552.12"
"3578","Morocco","2049","677109209391.845"
"3678","Morocco","2050","696912792978.949"
"12231","Republic of Moldova","2019","34040581777"
"14911","Republic of Moldova","2020","31223390609"
"780","Republic of Moldova","2021","35563441903.651"
"8124","Republic of Moldova","2022","33792738131.2682"
"979","Republic of Moldova","2023","34471634240.3254"
"1084","Republic of Moldova","2024","35948743767.5233"
"11111","Republic of Moldova","2025","37744383518.7111"
"1279","Republic of Moldova","2026","39630847806.9763"
"13111","Republic of Moldova","2027","41610408654.9348"
"1481","Republic of Moldova","2028","43321286715.7755"
"1578","Republic of Moldova","2029","45102510246.2639"
"1678","Republic of Moldova","2030","46956971612.1467"
"1778","Republic of Moldova","2031","48887682103.3836"
"1878","Republic of Moldova","2032","50897776823.9052"
"1978","Republic of Moldova","2033","52990519782.4211"
"2078","Republic of Moldova","2034","55169309192.5447"
"2178","Republic of Moldova","2035","57437682990.8411"
"2278","Republic of Moldova","2036","59799324581.7582"
"2378","Republic of Moldova","2037","62258068818.7698"
"2478","Republic of Moldova","2038","64817908231.443"
"2578","Republic of Moldova","2039","67482999508.5412"
"2678","Republic of Moldova","2040","70257670247.6903"
"2783","Republic of Moldova","2041","73146425982.5681"
"2883","Republic of Moldova","2042","76153957499.0277"
"2982","Republic of Moldova","2043","79285148452.0352"
"3082","Republic of Moldova","2044","82545083295.7896"
"3182","Republic of Moldova","2045","85939055539.9022"
"3283","Republic of Moldova","2046","89472576345.0421"
"3380","Republic of Moldova","2047","93151383472.0052"
"3481","Republic of Moldova","2048","96981450598.7386"
"3579","Republic of Moldova","2049","100968997020.449"
"3679","Republic of Moldova","2050","105120497748.546"
"12251","Maldives","2019","10588660195"
"1493","Maldives","2020","7104056147"
"782","Maldives","2021","10069786466.6881"
"8125","Maldives","2022","11465760964.5651"
"980","Maldives","2023","12390818559.1862"
"1085","Maldives","2024","13010359487.1455"
"11112","Maldives","2025","13856032853.81"
"1280","Maldives","2026","14673538792.1848"
"13112","Maldives","2027","15480583425.755"
"1483","Maldives","2028","16625445299.8537"
"1579","Maldives","2029","17854975088.2498"
"1679","Maldives","2030","19175434380.9862"
"1779","Maldives","2031","20593547842.1074"
"1879","Maldives","2032","22116537456.1572"
"1979","Maldives","2033","23752159307.3663"
"2079","Maldives","2034","25508743078.8333"
"2179","Maldives","2035","27395234472.8559"
"2279","Maldives","2036","29421240768.4447"
"2379","Maldives","2037","31597079748.0294"
"2479","Maldives","2038","33933832242.5247"
"2579","Maldives","2039","36443398562.3505"
"2679","Maldives","2040","39138559101.7915"
"2784","Maldives","2041","42033039425.3336"
"2884","Maldives","2042","45141580167.441"
"2983","Maldives","2043","48480012101.7499"
"3083","Maldives","2044","52065336761.9818"
"3183","Maldives","2045","55915813025.1525"
"3284","Maldives","2046","60051050098.0154"
"3381","Maldives","2047","64492107380.29"
"3482","Maldives","2048","69261601713.2449"
"3580","Maldives","2049","74383822559.8172"
"3680","Maldives","2050","79884855702.8432"
"12271","Mexico","2019","2.57e+12"
"1495","Mexico","2020","2.35e+12"
"783","Mexico","2021","2.487193e+12"
"8126","Mexico","2022","2584143783140"
"982","Mexico","2023","2666242031130.36"
"1088","Mexico","2024","2723299610596.55"
"11113","Mexico","2025","2763114250903.47"
"1282","Mexico","2026","2812380577997.08"
"13113","Mexico","2027","2868009465829.86"
"1487","Mexico","2028","2905470060714.14"
"1580","Mexico","2029","2943419948324.2"
"1680","Mexico","2030","2981865519572.19"
"1780","Mexico","2031","3020813248845.38"
"1880","Mexico","2032","3060269695096.45"
"1980","Mexico","2033","3100241502948.03"
"2080","Mexico","2034","3140735403811.7"
"2180","Mexico","2035","3181758217021.58"
"2280","Mexico","2036","3223316850982.74"
"2380","Mexico","2037","3265418304334.6"
"2480","Mexico","2038","3308069667129.53"
"2580","Mexico","2039","3351278122026.82"
"2680","Mexico","2040","3395050945502.31"
"2785","Mexico","2041","3439395509073.74"
"2885","Mexico","2042","3484319280542.17"
"2984","Mexico","2043","3529829825249.56"
"3084","Mexico","2044","3575934807352.84"
"3184","Mexico","2045","3622641991114.55"
"3285","Mexico","2046","3669959242210.39"
"3382","Mexico","2047","3717894529053.83"
"3483","Mexico","2048","3766455924138.02"
"3582","Mexico","2049","3815651605395.23"
"3682","Mexico","2050","3865489857574.05"
"12311","Mali","2019","45640075229"
"1499","Mali","2020","45076214716"
"784","Mali","2021","46453293075.5738"
"8127","Mali","2022","48173923051.093"
"983","Mali","2023","50341749588.3922"
"1092","Mali","2024","52758153568.635"
"11114","Mali","2025","55554335707.7727"
"1283","Mali","2026","58387606828.8691"
"13114","Mali","2027","61306987170.3126"
"1488","Mali","2028","64472947243.257"
"1581","Mali","2029","67802400967.5145"
"1681","Mali","2030","71303791334.596"
"1781","Mali","2031","74985997341.3561"
"1881","Mali","2032","78858356505.7877"
"1981","Mali","2033","82930688545.5562"
"2081","Mali","2034","87213320279.3198"
"2181","Mali","2035","91717111813.9811"
"2281","Mali","2036","96453484084.2768"
"2381","Mali","2037","101434447814.543"
"2481","Mali","2038","106672633976.095"
"2581","Mali","2039","112181325817.466"
"2681","Mali","2040","117974492548.713"
"2786","Mali","2041","124066824765.227"
"2886","Mali","2042","130473771700.86"
"2985","Mali","2043","137211580404.848"
"3085","Mali","2044","144297336941.873"
"3185","Mali","2045","151749009719.742"
"3286","Mali","2046","159585495054.552"
"3383","Mali","2047","167826665088.894"
"3484","Mali","2048","176493418184.602"
"3583","Mali","2049","185607731917.842"
"3683","Mali","2050","195192718810.922"
"12321","Malta","2019","23407965686"
"1500","Malta","2020","21517076568"
"785","Malta","2021","24163246644.3326"
"8128","Malta","2022","25834376782.2546"
"984","Malta","2023","26812982974.7664"
"1096","Malta","2024","27692716946.1685"
"11115","Malta","2025","28656700423.0646"
"1284","Malta","2026","29661404339.8973"
"13115","Malta","2027","30688578772.1879"
"1490","Malta","2028","32882381481.7562"
"1582","Malta","2029","35233010298.0085"
"1682","Malta","2030","37751676086.7308"
"1782","Malta","2031","40450391133.2832"
"1882","Malta","2032","43342026432.8532"
"1982","Malta","2033","46440373076.157"
"2082","Malta","2034","49760208023.3578"
"2182","Malta","2035","53317364579.8959"
"2282","Malta","2036","57128807910.3514"
"2382","Malta","2037","61212715950.489"
"2482","Malta","2038","65588566103.3777"
"2582","Malta","2039","70277228133.067"
"2682","Malta","2040","75301063698.8571"
"2787","Malta","2041","80684033004.8726"
"2887","Malta","2042","86451809073.5838"
"2986","Malta","2043","92631900188.2818"
"3086","Malta","2044","99253781088.4713"
"3186","Malta","2045","106349033543.894"
"3287","Malta","2046","113951496977.619"
"3384","Malta","2047","122097429856.577"
"3485","Malta","2048","130825682619.244"
"3584","Malta","2049","140177882965.235"
"3684","Malta","2050","150198634390.497"
"12331","Myanmar","2019","2.77e+11"
"1501","Myanmar","2020","2.52e+11"
"786","Myanmar","2021","206796240000"
"8129","Myanmar","2022","210872193890.4"
"985","Myanmar","2023","216319022658.589"
"1097","Myanmar","2024","222027681666.549"
"11116","Myanmar","2025","227640541459.079"
"1285","Myanmar","2026","233522773050.382"
"13116","Myanmar","2027","240292598241.113"
"1492","Myanmar","2028","255414413821.939"
"1583","Myanmar","2029","271487857992.802"
"1683","Myanmar","2030","288572817542.331"
"1783","Myanmar","2031","306732947985.2"
"1883","Myanmar","2032","326035910731.231"
"1983","Myanmar","2033","346553625179.752"
"2083","Myanmar","2034","368362536678.459"
"2183","Myanmar","2035","391543901345.162"
"2283","Myanmar","2036","416184088813.598"
"2383","Myanmar","2037","442374904031.295"
"2483","Myanmar","2038","470213929308.447"
"2583","Myanmar","2039","499804887892.211"
"2683","Myanmar","2040","531258030421.044"
"2788","Myanmar","2041","564690545698.934"
"2888","Myanmar","2042","600226997319.999"
"2987","Myanmar","2043","637999787770.242"
"3087","Myanmar","2044","678149651735.619"
"3187","Myanmar","2045","720826180454.4"
"3288","Myanmar","2046","766188379067.464"
"3385","Myanmar","2047","814405259043.12"
"3486","Myanmar","2048","865656467883.717"
"3585","Myanmar","2049","920132958460.226"
"3685","Myanmar","2050","978037700468.608"
"12361","Mongolia","2019","40269672501"
"1504","Mongolia","2020","38434280707"
"787","Mongolia","2021","39063449882.1736"
"8130","Mongolia","2022","41029513314.7434"
"986","Mongolia","2023","43286136547.0543"
"1098","Mongolia","2024","45234012691.6717"
"11117","Mongolia","2025","46817203135.8802"
"1286","Mongolia","2026","48455805245.636"
"13117","Mongolia","2027","50151758429.2333"
"1494","Mongolia","2028","52706367182.935"
"1584","Mongolia","2029","55391101501.3005"
"1684","Mongolia","2030","58212589664.5135"
"1784","Mongolia","2031","61177797581.2498"
"1884","Mongolia","2032","64294045986.6527"
"1984","Mongolia","2033","67569028516.3313"
"2084","Mongolia","2034","71010830701.0045"
"2184","Mongolia","2035","74627949928.6859"
"2284","Mongolia","2036","78429316423.694"
"2384","Mongolia","2037","82424315294.2823"
"2484","Mongolia","2038","86622809703.3219"
"2584","Mongolia","2039","91035165219.2424"
"2684","Mongolia","2040","95672275407.3509"
"2789","Mongolia","2041","100545588724.71"
"2889","Mongolia","2042","105667136784.977"
"2988","Mongolia","2043","111049564062.983"
"3088","Mongolia","2044","116706159112.394"
"3188","Mongolia","2045","122650887373.52"
"3289","Mongolia","2046","128898425652.278"
"3386","Mongolia","2047","135464198355.429"
"3487","Mongolia","2048","142364415571.546"
"3586","Mongolia","2049","149616113091.741"
"3686","Mongolia","2050","157237194468.943"
"12381","Mozambique","2019","39073487775"
"1506","Mozambique","2020","38596977633"
"788","Mozambique","2021","39507480335.3625"
"8131","Mozambique","2022","41163238836.2175"
"987","Mozambique","2023","44036021274.5971"
"10100","Mozambique","2024","46220207929.8171"
"11118","Mozambique","2025","48512268041.0567"
"1287","Mozambique","2026","50433353855.4826"
"13118","Mozambique","2027","57044157878.8593"
"1496","Mozambique","2028","58915433624.4849"
"1585","Mozambique","2029","60848094673.1174"
"1685","Mozambique","2030","62844154707.3656"
"1785","Mozambique","2031","64905693466.654"
"1885","Mozambique","2032","67034858914.1497"
"1985","Mozambique","2033","69233869474.7731"
"2085","Mozambique","2034","71505016346.6242"
"2185","Mozambique","2035","73850665888.2329"
"2285","Mozambique","2036","76273262084.1207"
"2385","Mozambique","2037","78775329091.2428"
"2485","Mozambique","2038","81359473868.9633"
"2585","Mozambique","2039","84028388895.3042"
"2685","Mozambique","2040","86784854972.2984"
"2790","Mozambique","2041","89631744123.3692"
"2890","Mozambique","2042","92572022585.7556"
"2989","Mozambique","2043","95608753901.1008"
"3089","Mozambique","2044","98745102107.4247"
"3189","Mozambique","2045","101984335035.805"
"3290","Mozambique","2046","105329827715.205"
"3387","Mozambique","2047","108785065888.989"
"3488","Mozambique","2048","112353649646.797"
"3587","Mozambique","2049","116039297175.56"
"3687","Mozambique","2050","119845848633.558"
"12391","Mauritania","2019","23641801922"
"1507","Mauritania","2020","23556536019"
"789","Mauritania","2021","24132493324.6646"
"8132","Mauritania","2022","25691693718.3712"
"988","Mauritania","2023","26858353530.1224"
"10101","Mauritania","2024","28292858192.1662"
"11119","Mauritania","2025","30263455765.2506"
"1288","Mauritania","2026","31430414619.5587"
"13119","Mauritania","2027","32925559443.0111"
"1497","Mauritania","2028","34191344141.8329"
"1586","Mauritania","2029","35505790455.852"
"1686","Mauritania","2030","36870769124.062"
"1786","Mauritania","2031","38288222803.8334"
"1886","Mauritania","2032","39760168835.7317"
"1986","Mauritania","2033","41288702114.6255"
"2086","Mauritania","2034","42875998071.1714"
"2186","Mauritania","2035","44524315767.9181"
"2286","Mauritania","2036","46236001114.437"
"2386","Mauritania","2037","48013490206.0546"
"2486","Mauritania","2038","49859312790.9387"
"2586","Mauritania","2039","51776095870.4722"
"2686","Mauritania","2040","53766567438.0399"
"2791","Mauritania","2041","55833560361.5477"
"2892","Mauritania","2042","57980016415.2015"
"2990","Mauritania","2043","60208990466.2825"
"3090","Mauritania","2044","62523654822.8787"
"3190","Mauritania","2045","64927303748.7594"
"3292","Mauritania","2046","67423358151.8191"
"3388","Mauritania","2047","70015370452.7632"
"3489","Mauritania","2048","72707029640.9644"
"3588","Mauritania","2049","75502166524.6855"
"3688","Mauritania","2050","78404759183.1415"
"12401","Mauritius","2019","29973984445"
"1508","Mauritius","2020","25613807362"
"790","Mauritius","2021","26484420674.2344"
"8133","Mauritius","2022","28786181675.0321"
"989","Mauritius","2023","30251974045.9247"
"10102","Mauritius","2024","31401549059.6698"
"11120","Mauritius","2025","32478936207.9071"
"1289","Mauritius","2026","33597510770.9074"
"13120","Mauritius","2027","34716307879.5786"
"1498","Mauritius","2028","35991652117.8981"
"1587","Mauritius","2029","37313847620.8122"
"1688","Mauritius","2030","38684615524.4096"
"1787","Mauritius","2031","40105740192.7296"
"1887","Mauritius","2032","41579071540.5145"
"1987","Mauritius","2033","43106527441.2919"
"2087","Mauritius","2034","44690096223.9201"
"2187","Mauritius","2035","46331839260.8473"
"2287","Mauritius","2036","48033893651.4533"
"2387","Mauritius","2037","49798475003.9671"
"2487","Mauritius","2038","51627880319.5814"
"2587","Mauritius","2039","53524490982.5188"
