"","location","year","region","hc_sq","hc_cf","hc_cf_lower","hc_cf_upper","sav_rate","gdp_sq","cs_sq","capital_share","tech_level"
"24","Albania",2043,"Europe and central Asia",16671758.8771245,16674503.0388419,16673531.3847362,16675940.3681248,17.519504887527,85776865020.7911,221850836080.911,0.516049904761905,51.9445526016179
"25","Albania",2044,"Europe and central Asia",16551022.0638788,16553733.9510638,16552772.0027419,16555161.5671182,17.519504887527,88610451163.9594,225785976336.55,0.516049904761905,53.4057921296862
"26","Albania",2045,"Europe and central Asia",16418326.0404324,16421003.3918817,16420051.8500375,16422420.1763808,17.519504887527,91537643087.9965,230020789842.252,0.516049904761905,54.9037086629201
"27","Albania",2046,"Europe and central Asia",16267988.380669,16270624.0636585,16269685.3457265,16272025.8794067,17.519504887527,94561533002.4805,234556692204.868,0.516049904761905,56.4512855521716
"28","Albania",2047,"Europe and central Asia",16072348.1893886,16074615.1983607,16073785.8977103,16075867.5813762,17.519504887527,97685315266.2369,239395569990.715,0.516049904761905,58.1043175120946
"29","Albania",2048,"Europe and central Asia",15866624.8982798,15868597.6766927,15867861.1426831,15869695.6210164,17.519504887527,100912289761.776,244539775073.643,0.516049904761905,59.8056015122984
"30","Albania",2049,"Europe and central Asia",15628954.464669,15630888.2382227,15630165.2941647,15631968.7099894,17.519504887527,104245865381.205,249992119856.891,0.516049904761905,61.6033681983089
"31","Albania",2050,"Europe and central Asia",15364442.4765086,15366251.3137699,15365568.2880558,15367282.2578941,17.519504887527,107689563627.29,255755873344.551,0.516049904761905,63.4971175064931
"32","Algeria",2020,"Middle East and north Africa",119807890.281008,119807890.281008,119807890.281008,119807890.281008,42.5352876562865,4.71e+11,2387316479651.74,0.516049904761905,32.6458930689552
"33","Algeria",2021,"Middle East and north Africa",120863614.689515,120872934.311074,120869251.44263,120877727.274197,42.5352876562865,4.87014e+11,2468291860530.27,0.516049904761905,33.0652728285804
"34","Algeria",2022,"Middle East and north Africa",121757136.429123,121771519.114938,121766083.272332,121778305.527729,42.5352876562865,502598448000,2552030073330.14,0.516049904761905,33.4494480847179
"35","Algeria",2023,"Middle East and north Africa",122481543.777345,122499266.549307,122492607.257684,122507559.091889,42.5352876562865,521873098480.8,2638210265276.46,0.516049904761905,34.0739868127485
"36","Algeria",2024,"Middle East and north Africa",122932442.858517,122952657.710314,122945003.786958,122962235.23713,42.5352876562865,538223382656.203,2728279975652.23,0.516049904761905,34.5097087258928
"37","Algeria",2025,"Middle East and north Africa",123259502.421482,123281715.987382,123273238.281764,123292379.052728,42.5352876562865,551813523068.272,2820800840915.83,0.516049904761905,34.7669278775376
"38","Algeria",2026,"Middle East and north Africa",123460304.637572,123484045.21629,123474945.930215,123495542.774218,42.5352876562865,562182099166.725,2914476268233.41,0.516049904761905,34.8353232660912
"39","Algeria",2027,"Middle East and north Africa",123560470.1586,123585255.19218,123575751.042288,123597306.887432,42.5352876562865,571924714945.284,3007878227854.46,0.516049904761905,34.8875085317757
"40","Algeria",2028,"Middle East and north Africa",123585075.094628,123610416.215358,123600709.150192,123622758.1413,42.5352876562865,581520090391.42,3100754139141.11,0.516049904761905,34.9510012310971
"41","Algeria",2029,"Middle East and north Africa",123523033.227602,123548531.099882,123538781.581522,123560945.433783,42.5352876562865,591276450714.667,3193067675411.14,0.516049904761905,35.0454880508351
"42","Algeria",2030,"Middle East and north Africa",123482207.068362,123507507.30286,123497842.878266,123519819.200291,42.5352876562865,601196496813.057,3284915430795.95,0.516049904761905,35.1537528069136
"43","Algeria",2031,"Middle East and north Africa",123479142.598646,123504085.670841,123494562.729299,123516218.41041,42.5352876562865,611282974898.507,3376390318555.1,0.516049904761905,35.2720206057188
"44","Algeria",2032,"Middle East and north Africa",123546777.566555,123571291.857137,123561934.563462,123583213.61631,42.5352876562865,621538677257.065,3467581774394.33,0.516049904761905,35.3942083436516
"45","Algeria",2033,"Middle East and north Africa",123743442.869862,123767507.659415,123758322.496554,123779211.052737,42.5352876562865,631966443021.912,3558575949940.99,0.516049904761905,35.5105483540941
"46","Algeria",2034,"Middle East and north Africa",124068573.346075,124092166.680985,124083160.339511,124103644.215041,42.5352876562865,642569158959.331,3649455896874.51,0.516049904761905,35.6200879271867
"47","Algeria",2035,"Middle East and north Africa",124582452.022661,124605577.939942,124596748.489026,124616833.492057,42.5352876562865,653349760267.866,3740301742184.72,0.516049904761905,35.7130236543375
"48","Algeria",2036,"Middle East and north Africa",125292414.587479,125315077.735052,125306423.32296,125326115.506324,42.5352876562865,664311231390.884,3831190855007.08,0.516049904761905,35.7876102802436
"49","Algeria",2037,"Middle East and north Africa",126213154.603401,126235367.520501,126226883.502731,126246195.215051,42.5352876562865,675456606842.774,3922198005461.85,0.516049904761905,35.8412689687853
"50","Algeria",2038,"Middle East and north Africa",127396367.817459,127418152.822966,127409830.921214,127428783.842176,42.5352876562865,686788972049.005,4013395515902.73,0.516049904761905,35.8663330819195
"51","Algeria",2039,"Middle East and north Africa",128799479.846603,128820853.966606,128812688.750905,128831298.646601,42.5352876562865,698311464200.278,4104853404960.29,0.516049904761905,35.869239458297
"52","Algeria",2040,"Middle East and north Africa",130401296.379624,130422290.282013,130414270.825233,130432563.872522,42.5352876562865,710027273121.009,4196639524746.69,0.516049904761905,35.853380563825
"53","Algeria",2041,"Middle East and north Africa",132179805.409782,132200451.575233,132192564.691322,132210565.995498,42.5352876562865,721939642152.384,4288819691569.46,0.516049904761905,35.822289019757
"54","Algeria",2042,"Middle East and north Africa",134094868.854069,134115197.684346,134107432.102328,134125166.206087,42.5352876562865,734051869050.227,4381457810485.27,0.516049904761905,35.7819443359595
"55","Algeria",2043,"Middle East and north Africa",136129917.59951,136149965.020104,136142307.954775,136159804.128547,42.5352876562865,746367306897.932,4474615994007.87,0.516049904761905,35.7348675376656
"56","Algeria",2044,"Middle East and north Africa",138200822.413821,138220613.200465,138213055.743791,138230333.008995,42.5352876562865,758889365034.714,4568354675268.99,0.516049904761905,35.6924833014903
"57","Algeria",2045,"Middle East and north Africa",140260428.799462,140279998.393548,140272528.00781,140289613.469859,42.5352876562865,771621509999.431,4662732715916.02,0.516049904761905,35.6606639189819
"58","Algeria",2046,"Middle East and north Africa",142292553.243499,142311939.566297,142304542.562677,142321464.620479,42.5352876562865,784567266490.243,4757807509016.26,0.516049904761905,35.6409310242734
"59","Algeria",2047,"Middle East and north Africa",144249288.441231,144268523.161877,144261187.826945,144277969.08224,42.5352876562865,797730218340.37,4853635077224.14,0.516049904761905,35.6387788883251
"60","Algeria",2048,"Middle East and north Africa",146077003.629807,146096115.130938,146088831.538291,146105491.99325,42.5352876562865,811114009510.22,4950270166455.13,0.516049904761905,35.6601650951855
"61","Algeria",2049,"Middle East and north Africa",147814908.701657,147833935.905735,147826690.21793,147843258.308492,42.5352876562865,824722345096.165,5047766335297.99,0.516049904761905,35.6992714969564
"62","Algeria",2050,"Middle East and north Africa",149313237.625486,149332188.935507,149324978.406979,149341458.135765,42.5352876562865,838558992356.238,5146176040385.41,0.516049904761905,35.7739391034973
"63","Argentina",2020,"Latin America and Caribbean",211944435.602077,211944435.602077,211944435.602077,211944435.602077,14.9060153153406,8.94e+11,3171890571928.18,0.54392,52.5941735761262
