"","location","year","region","hc_sq","hc_cf","hc_cf_lower","hc_cf_upper","sav_rate","gdp_sq","cs_sq","capital_share","tech_level"
"1119","Estonia",2022,"Europe and central Asia",9963708.93017665,9966265.3848655,9965972.70750729,9966581.652243,27.3270973852033,50930039067.3184,210801881852.842,0.58835,84.7188523578747
"1120","Estonia",2023,"Europe and central Asia",9956944.30166805,9959938.09894781,9959638.26163216,9960262.17708679,27.3270973852033,49774436480.8809,214179489134.448,0.58835,82.2894501517672
"1121","Estonia",2024,"Europe and central Asia",9944254.67628617,9947462.26857415,9947163.02498681,9947793.01727544,27.3270973852033,50953095136.7482,217072423407.792,0.58835,83.8369823453671
"1122","Estonia",2025,"Europe and central Asia",9925571.35660777,9928882.55970823,9928580.6402357,9929223.69417057,27.3270973852033,52311504653.0939,220142804166.197,0.58835,85.6705981476464
"1123","Estonia",2026,"Europe and central Asia",9905560.81870561,9908922.05563636,9908613.44005127,9909274.67907802,27.3270973852033,53824353367.6614,223430879778.103,0.58835,87.7159506228446
"1124","Estonia",2027,"Europe and central Asia",9877000.93534233,9880377.8543286,9880063.14752177,9880738.48567418,27.3270973852033,55421321932.0799,226967969250.935,0.58835,89.8889670760098
"1125","Estonia",2028,"Europe and central Asia",9858564.39461032,9861935.38817434,9861617.17524251,9862300.17040445,27.3270973852033,57700870336.4372,230764609404.934,0.58835,93.0515225064135
"1126","Estonia",2029,"Europe and central Asia",9836605.34593757,9839952.44165055,9839633.57083939,9840318.10801424,27.3270973852033,60074179422.544,234994351963.636,0.58835,96.283430914601
"1127","Estonia",2030,"Europe and central Asia",9809456.21045676,9812765.43286542,9812448.15075812,9813129.45581736,27.3270973852033,62545105684.7064,239661163879.614,0.58835,99.5973208307058
"1128","Estonia",2031,"Europe and central Asia",9778251.33586787,9781351.36357087,9781043.03956553,9781705.56928701,27.3270973852033,65117664239.673,244769867625.772,0.58835,102.990324872344
"1129","Estonia",2032,"Europe and central Asia",9736825.74548314,9739878.07322247,9739573.68628901,9740227.66615722,27.3270973852033,67796035350.9745,250326141766.228,0.58835,106.505942993117
"1130","Estonia",2033,"Europe and central Asia",9697820.49644275,9700826.63543578,9700526.35056028,9701171.40296753,27.3270973852033,70584571221.6176,256336523281.584,0.58835,110.068541518631
"1131","Estonia",2034,"Europe and central Asia",9648743.06085735,9651697.68119401,9651402.0169255,9652037.17652541,27.3270973852033,73487803066.1714,262808411634.165,0.58835,113.764667395816
"1132","Estonia",2035,"Europe and central Asia",9591181.80759434,9594083.47596217,9593792.53115905,9594417.63192445,27.3270973852033,76510448473.737,269750074562.596,0.58835,117.59285974656
"1133","Estonia",2036,"Europe and central Asia",9532098.14152541,9534943.46992756,9534657.47823661,9535272.06070538,27.3270973852033,79657419073.7655,277170655598.74,0.58835,121.510489087341
"1134","Estonia",2037,"Europe and central Asia",9460353.37903481,9462936.72058424,9462670.18652384,9463242.51238631,27.3270973852033,82933828517.1808,285080183303.63,0.58835,125.608619340577
"1135","Estonia",2038,"Europe and central Asia",9384076.74942358,9386603.49671173,9386342.06033689,9386903.83699962,27.3270973852033,86345000785.7757,293489582222.616,0.58835,129.836290176303
"1136","Estonia",2039,"Europe and central Asia",9307680.99996268,9310153.80974435,9309897.12441882,9310449.03919327,27.3270973852033,89896478843.3843,302410685563.469,0.58835,134.164303567823
"1137","Estonia",2040,"Europe and central Asia",9222393.08749879,9224670.69601995,9224427.41295834,9224952.10369037,27.3270973852033,93594033642.8876,311856249604.696,0.58835,138.674326468734
"1138","Estonia",2041,"Europe and central Asia",9139460.77650068,9141685.42911402,9141447.04566494,9141961.45617187,27.3270973852033,97443673503.6884,321839969844.793,0.58835,143.276852151554
"1139","Estonia",2042,"Europe and central Asia",9052373.36571023,9054547.44554607,9054313.8372391,9054818.14329176,27.3270973852033,101451653874.894,332376498906.625,0.58835,148.036504717206
"1140","Estonia",2043,"Europe and central Asia",8960541.11656349,8962666.06277109,8962437.03048105,8962931.60427465,27.3270973852033,105624487500.071,343481466214.586,0.58835,152.9692613575
"1141","Estonia",2044,"Europe and central Asia",8871275.68161818,8873354.67659451,8873129.914341,8873615.36867584,27.3270973852033,109968955000.087,355171499465.623,0.58835,158.010025482219
"1142","Estonia",2045,"Europe and central Asia",8781044.15225217,8783078.33082261,8782857.84031,8783334.15042495,27.3270973852033,114492115891.242,367464247918.706,0.58835,163.199718557689
"1143","Estonia",2046,"Europe and central Asia",8694934.45919113,8696821.36138353,8696607.54544399,8697070.00378806,27.3270973852033,119201320056.585,380378407530.75,0.58835,168.487572311624
"1144","Estonia",2047,"Europe and central Asia",8610062.717452,8611908.13153536,8611699.01028401,8612151.42238401,27.3270973852033,124104219689.064,393933747970.523,0.58835,173.90802679821
"1145","Estonia",2048,"Europe and central Asia",8520647.65224482,8522454.68126761,8522250.06451009,8522692.83468195,27.3270973852033,129208781725.908,408151141545.574,0.58835,179.537015921477
"1146","Estonia",2049,"Europe and central Asia",8433693.71704104,8435456.50925719,8435257.06185476,8435688.80909296,27.3270973852033,134523300794.457,423052594080.769,0.58835,185.297554851388
"1147","Estonia",2050,"Europe and central Asia",8347892.17692352,8349610.90096639,8349416.56459068,8349837.39785809,27.3270973852033,140056412690.465,438661277790.622,0.58835,191.210062669974
"1148","Eswatini",2020,"Sub-Saharan Africa",2929367.55242475,2929367.55242475,2929367.55242475,2929367.55242475,16.4768934088709,9788113353,28992629083.6786,0.516049904761905,38.9310280204004
"1149","Eswatini",2021,"Sub-Saharan Africa",2991259.34754936,2991387.43326419,2991327.01436704,2991479.8653859,16.4768934088709,10559710328.617,29155774633.4079,0.516049904761905,41.4365577425427
"1150","Eswatini",2022,"Sub-Saharan Africa",3045471.54512391,3045679.01113433,3045584.05644848,3045817.44910795,16.4768934088709,10935952807.6256,29437898116.8693,0.516049904761905,42.3193388875277
"1151","Eswatini",2023,"Sub-Saharan Africa",3083684.59683453,3083945.96340734,3083827.78321412,3084116.62413807,16.4768934088709,11270921042.1232,29767908498.3827,0.516049904761905,43.1026507002866
"1152","Eswatini",2024,"Sub-Saharan Africa",3125459.26624112,3125759.36881371,3125624.28234903,3125954.13934367,16.4768934088709,11639592869.411,30136610719.7722,0.516049904761905,43.9419557787867
"1153","Eswatini",2025,"Sub-Saharan Africa",3176271.88023485,3176600.89677586,3176453.10483344,3176814.07782097,16.4768934088709,12000420248.3627,30547623494.103,0.516049904761905,44.6351126716887
"1154","Eswatini",2026,"Sub-Saharan Africa",3225754.5904535,3226103.62492511,3225947.05682334,3226329.73722984,16.4768934088709,12343272254.8584,30997538772.3371,0.516049904761905,45.2244121166601
"1155","Eswatini",2027,"Sub-Saharan Africa",3275687.19673064,3276050.17855682,3275887.55020618,3276285.33506474,16.4768934088709,12687279252.6013,31481449646.32,0.516049904761905,45.7733524345004
"1156","Eswatini",2028,"Sub-Saharan Africa",3327396.5136532,3327769.15943716,3327602.35473655,3328010.62503568,16.4768934088709,12945912594.1481,31997846642.9409,0.516049904761905,45.9670937122644
"1157","Eswatini",2029,"Sub-Saharan Africa",3382977.47572092,3383357.05682336,3383187.24297663,3383603.13848092,16.4768934088709,13209818240.6571,32531038529.7372,0.516049904761905,46.1344212323666
"1158","Eswatini",2030,"Sub-Saharan Africa",3443292.58918113,3443677.8376219,3443505.51568365,3443927.84188998,16.4768934088709,13479103669.3755,33081054274.269,0.516049904761905,46.2705664577868
"1159","Eswatini",2031,"Sub-Saharan Africa",3507525.21599222,3507915.01696855,3507740.63939512,3508168.31830446,16.4768934088709,13753878548.5011,33647939104.6298,0.516049904761905,46.3826535245788
"1160","Eswatini",2032,"Sub-Saharan Africa",3576031.29544408,3576425.56960083,3576249.15189688,3576682.14577289,16.4768934088709,14034254781.8451,34231754057.4203,0.516049904761905,46.4696329632656
"1161","Eswatini",2033,"Sub-Saharan Africa",3648249.51081184,3648648.4048263,3648469.87993128,3648908.34908521,16.4768934088709,14320346554.4057,34832575555.6833,0.516049904761905,46.536691124097
"1162","Eswatini",2034,"Sub-Saharan Africa",3722803.14379428,3723206.71641615,3723026.06398651,3723470.03499552,16.4768934088709,14612270378.8707,35450495015.4495,0.516049904761905,46.5940118793265
"1163","Eswatini",2035,"Sub-Saharan Africa",3796654.96698955,3797063.20743767,3796880.44670836,3797329.82827002,16.4768934088709,14910145143.0679,36085618479.6195,0.516049904761905,46.6616052365958
"1164","Eswatini",2036,"Sub-Saharan Africa",3870299.01100586,3870711.48712375,3870526.85206399,3870980.95992805,16.4768934088709,15214092158.3832,36738066277.9698,0.516049904761905,46.7360575779303
"1165","Eswatini",2037,"Sub-Saharan Africa",3942614.04219745,3943030.59265987,3942844.16718447,3943302.77844088,16.4768934088709,15524235209.1651,37407972712.1355,0.516049904761905,46.8240909181232
"1166","Eswatini",2038,"Sub-Saharan Africa",4013548.4500874,4013968.95499543,4013780.80058487,4014243.75459568,16.4768934088709,15840700603.1369,38095485764.4853,0.516049904761905,46.9255510590739
"1167","Eswatini",2039,"Sub-Saharan Africa",4084037.16096389,4084461.67252302,4084271.78412355,4084739.06325293,16.4768934088709,16163617222.8363,38800766829.8582,0.516049904761905,47.0344509733781
"1168","Eswatini",2040,"Sub-Saharan Africa",4151945.10530023,4152373.49030866,4152181.94007248,4152653.34597802,16.4768934088709,16493116578.1034,39523990469.1899,0.516049904761905,47.1631531619881
"1169","Eswatini",2041,"Sub-Saharan Africa",4220486.58250237,4220918.66584498,4220725.56895795,4221200.75912132,16.4768934088709,16829332859.6392,40265344184.1053,0.516049904761905,47.2924302610204
"1170","Eswatini",2042,"Sub-Saharan Africa",4286299.22782553,4286734.75560135,4286540.23424874,4287018.89956326,16.4768934088709,17172402993.6555,41025028211.6069,0.516049904761905,47.4416206129763
"1171","Eswatini",2043,"Sub-Saharan Africa",4349087.51100527,4349526.33408461,4349330.46245263,4349812.41468997,16.4768934088709,17522466697.6389,41803255338.0329,0.516049904761905,47.6118296617246
"1172","Eswatini",2044,"Sub-Saharan Africa",4409722.96424753,4410165.08147122,4409967.86798598,4410453.08619998,16.4768934088709,17879666537.2518,42600250731.5061,0.516049904761905,47.797652568099
"1173","Eswatini",2045,"Sub-Saharan Africa",4466833.06926708,4467278.30313239,4467079.82715916,4467568.14080216,16.4768934088709,18244147984.393,43416251792.1354,0.516049904761905,48.0063852315468
"1174","Eswatini",2046,"Sub-Saharan Africa",4524325.67114843,4524774.05328149,4524574.30501133,4525065.76566584,16.4768934088709,18616059476.4421,44251508019.2737,0.516049904761905,48.2160819764356
"1175","Eswatini",2047,"Sub-Saharan Africa",4578846.90261036,4579298.22033658,4579097.29475922,4579591.67907782,16.4768934088709,18995552476.7116,45106280895.1754,0.516049904761905,48.4451545738915
"1176","Eswatini",2048,"Sub-Saharan Africa",4630116.7546927,4630570.78563956,4630368.77625478,4630865.87098592,16.4768934088709,19382781536.1313,45980843784.4305,0.516049904761905,48.694834011102
"1177","Eswatini",2049,"Sub-Saharan Africa",4678467.85930434,4678924.51235279,4678721.44614907,4679221.21805796,16.4768934088709,19777904356.1901,46875481848.5916,0.516049904761905,48.9630777701006
"1178","Eswatini",2050,"Sub-Saharan Africa",4723525.91502675,4723984.85406891,4723780.86326045,4724283.02332742,16.4768934088709,20181081853.161,47790491975.4399,0.516049904761905,49.2517444616304
"1179","Fiji",2020,"East Asia and Pacific",4197358.40615559,4197358.40615559,4197358.40615559,4197358.40615559,14.8597704643993,10089525097,27228279914.8654,0.48863,27.0103152049814
"1180","Fiji",2021,"East Asia and Pacific",4241298.64240459,4241473.49912006,4241405.27930276,4241570.30008754,14.8597704643993,9597055377.01543,27366146189.4843,0.48863,25.4956034452382
"1181","Fiji",2022,"East Asia and Pacific",4281643.08751857,4281925.64366444,4281820.73590531,4282066.75086457,14.8597704643993,11518001981.2788,27423939280.3759,0.48863,30.4247398297426
"1182","Fiji",2023,"East Asia and Pacific",4333523.43595079,4333881.18217594,4333750.73114241,4334056.12042417,14.8597704643993,12377129749.0624,27764290972.8601,0.48863,32.2979171853816
"1183","Fiji",2024,"East Asia and Pacific",4385695.76877514,4386112.19977687,4385960.20488576,4386318.0927473,14.8597704643993,12861446836.1432,28215289495.0086,0.48863,33.0922494627292
"1184","Fiji",2025,"East Asia and Pacific",4439042.48889574,4439507.48041341,4439336.28519494,4439741.4636766,14.8597704643993,13335005308.65,28715706498.5098,0.48863,33.8033428007307
"1185","Fiji",2026,"East Asia and Pacific",4493116.24627854,4493622.20827195,4493434.0673415,4493880.82329156,14.8597704643993,13797729992.8602,29261472353.8652,0.48863,34.4368490170864
"1186","Fiji",2027,"East Asia and Pacific",4549693.05187563,4550233.08740052,4550030.54175933,4550512.48284678,14.8597704643993,14278028973.9117,29848709742.4085,0.48863,35.0603123990539
"1187","Fiji",2028,"East Asia and Pacific",4607518.70564513,4608085.71565479,4607871.63136447,4608381.66757194,14.8597704643993,14668438693.5334,30477956587.6518,0.48863,35.4175173575402
"1188","Fiji",2029,"East Asia and Pacific",4664428.45513003,4665015.00266248,4664792.4817822,4665323.00488088,14.8597704643993,15069523538.5141,31133755078.8394,0.48863,35.776738519759
"1189","Fiji",2030,"East Asia and Pacific",4719654.8281081,4720253.7034319,4720025.88927466,4720569.19570547,14.8597704643993,15481575402.9734,31816363932.7993,0.48863,36.141151314295
"1190","Fiji",2031,"East Asia and Pacific",4771813.26584653,4772419.60315626,4772188.67772348,4772739.4765266,14.8597704643993,15904894162.4059,32526072305.314,0.48863,36.5162195020945
"1191","Fiji",2032,"East Asia and Pacific",4823212.45442824,4823824.09769701,4823591.01781696,4824147.02285093,14.8597704643993,16339787891.9188,33263199455.1875,0.48863,36.8935980916468
"1192","Fiji",2033,"East Asia and Pacific",4874521.98926651,4875137.97587812,4874903.18486214,4875463.34950161,14.8597704643993,16786573090.4373,34028094457.537,0.48863,37.2710825684283
"1193","Fiji",2034,"East Asia and Pacific",4925258.49153874,4925878.223086,4925641.96504777,4926205.73725678,14.8597704643993,17245574911.0402,34821135964.7377,0.48863,37.650769710968
"1194","Fiji",2035,"East Asia and Pacific",4974496.03257111,4975119.14498504,4974881.55532636,4975448.63043134,14.8597704643993,17717127397.5939,35642732013.5474,0.48863,38.0363993101481
"1195","Fiji",2036,"East Asia and Pacific",5022020.88437205,5022647.06223515,5022408.26319017,5022978.35052336,14.8597704643993,18201573727.8567,36493319877.0377,0.48863,38.4290472768522
"1196","Fiji",2037,"East Asia and Pacific",5069937.36976385,5070566.54828825,5070326.5653533,5070899.61398857,14.8597704643993,18699266463.2301,37373365960.0537,0.48863,38.8211157758134
"1197","Fiji",2038,"East Asia and Pacific",5117122.61049531,5117754.70042975,5117513.56597261,5118089.50711279,14.8597704643993,19210567805.3397,38283365737.0134,0.48863,39.2170599709618
"1198","Fiji",2039,"East Asia and Pacific",5164344.1470625,5164979.04143594,5164736.79155887,5165315.54657643,14.8597704643993,19735849859.6317,39223843730.944,0.48863,39.61425448316
"1199","Fiji",2040,"East Asia and Pacific",5210447.69748081,5211085.1778482,5210841.89119887,5211423.26923198,14.8597704643993,20275494906.1765,40195353532.7366,0.48863,40.017265319769
"1200","Fiji",2041,"East Asia and Pacific",5254038.07156985,5254677.80204504,5254433.62422482,5255017.29488528,14.8597704643993,20829895677.8779,41198477859.6785,0.48863,40.4315797769153
"1201","Fiji",2042,"East Asia and Pacific",5296721.11412773,5297363.16203365,5297118.06945887,5297704.0579568,14.8597704643993,21399455646.2887,42233828652.4011,0.48863,40.8514190589529
"1202","Fiji",2043,"East Asia and Pacific",5337932.08097592,5338576.19478799,5338330.27936383,5338918.36535487,14.8597704643993,21984589315.2419,43302047209.4505,0.48863,41.2791505243665
"1203","Fiji",2044,"East Asia and Pacific",5379317.23938287,5379963.39808983,5379716.66402348,5380306.8337002,14.8597704643993,22585722522.5105,44403804358.7637,0.48863,41.7087831792161
"1204","Fiji",2045,"East Asia and Pacific",5419893.45760127,5420541.51413425,5420294.01585272,5420886.13877033,14.8597704643993,23203292749.7161,45539800665.3968,0.48863,42.1442422637985
"1205","Fiji",2046,"East Asia and Pacific",5458111.67746967,5458761.36444148,5458513.20310651,5459107.03741932,14.8597704643993,23837749440.711,46710766674.9173,0.48863,42.5916480561346
"1206","Fiji",2047,"East Asia and Pacific",5494045.14933647,5494696.4429254,5494447.63381529,5495043.12162179,14.8597704643993,24489554328.6661,47917463191.9398,0.48863,43.0509976991193
"1207","Fiji",2048,"East Asia and Pacific",5529471.69145142,5530124.68853246,5529875.20147683,5530472.38860096,14.8597704643993,25159181772.1028,49160681593.3369,0.48863,43.5157389808177
"1208","Fiji",2049,"East Asia and Pacific",5564871.37353405,5565526.25294854,5565276.02721549,5565875.03738307,14.8597704643993,25847119100.1125,50441244175.7255,0.48863,43.9842138479939
"1209","Fiji",2050,"East Asia and Pacific",5599649.63516509,5600306.48136197,5600055.48944127,5600656.37359283,14.8597704643993,26553866967.0164,51760004536.8759,0.48863,44.4588954450206
"1210","Finland",2020,"Europe and central Asia",33251389.2880959,33251389.2880959,33251389.2880959,33251389.2880959,22.1904329718373,2.62e+11,1244050060364.52,0.57127,86.2774250702552
"1211","Finland",2021,"Europe and central Asia",33086867.3320913,33092614.9775081,33091785.1952626,33093531.2029369,22.1904329718373,270305400000,1239986491732.51,0.57127,89.3902985890945
"1212","Finland",2022,"Europe and central Asia",33102295.4634135,33110727.1626517,33109823.805264,33111574.417421,22.1904329718373,274643801670,1237969105752.14,0.57127,90.8642369063305
"1213","Finland",2023,"Europe and central Asia",33127624.4419433,33137258.3880714,33136452.4652802,33137997.1595738,22.1904329718373,274289511165.846,1237015299185.42,0.57127,90.7373574333025
"1214","Finland",2024,"Europe and central Asia",33179396.5550799,33189542.8186486,33188809.3395583,33190238.0771004,22.1904329718373,277166808137.976,1236030564350.19,0.57127,91.6387167432529
"1215","Finland",2025,"Europe and central Asia",33249176.6593751,33259517.3988849,33258806.9426418,33260225.3937734,22.1904329718373,280894701707.432,1235733550912.72,0.57127,92.7694196014401
"1216","Finland",2026,"Europe and central Asia",33318483.4548846,33328859.5330569,33328141.1412958,33329596.517433,22.1904329718373,285279468001.085,1236278623870.91,0.57127,94.0877493690231
"1217","Finland",2027,"Europe and central Asia",33383493.4233626,33393795.0489154,33393062.6073493,33394556.199893,22.1904329718373,289883878614.623,1237769441806.56,0.57127,95.4505905718022
"1218","Finland",2028,"Europe and central Asia",33454169.6979802,33464317.544477,33463576.5056972,33465090.9810994,22.1904329718373,295858140741.117,1240207457496.37,0.57127,97.2180707552104
"1219","Finland",2029,"Europe and central Asia",33538672.3180381,33548612.1083065,33547871.2527569,33549387.7055913,22.1904329718373,301955527368.796,1243849287034.43,0.57127,98.9542871096375
"1220","Finland",2030,"Europe and central Asia",33631846.1115592,33641560.9608275,33640824.7689904,33642333.4765706,22.1904329718373,308178575989.734,1248662061588.24,0.57127,100.666910107186
"1221","Finland",2031,"Europe and central Asia",33715917.4696103,33725403.4045783,33724674.095806,33726170.0605225,22.1904329718373,314529876391.575,1254615118847.4,0.57127,102.386147068367
"1222","Finland",2032,"Europe and central Asia",33791699.7372835,33800956.5201032,33800235.3150166,33801715.8603694,22.1904329718373,321012071735.301,1261679904302.1,0.57127,104.111357656152
"1223","Finland",2033,"Europe and central Asia",33867410.6273702,33876445.004418,33875732.3983756,33877196.3865348,22.1904329718373,327627859655.212,1269829877696.92,0.57127,105.8286946517
"1224","Finland",2034,"Europe and central Asia",33948597.6073805,33957425.5792152,33956720.7071118,33958169.8565544,22.1904329718373,334379993381.574,1279040424405.93,0.57127,107.528403986604
"1225","Finland",2035,"Europe and central Asia",34037226.6657365,34045865.707972,34045167.3497779,34046604.0426331,22.1904329718373,341271282886.405,1289288771488.21,0.57127,109.206841557304
"1226","Finland",2036,"Europe and central Asia",34097807.1959451,34105792.2622765,34105105.0424037,34106521.1875254,22.1904329718373,348304596052.877,1300553908194.83,0.57127,110.929821607808
"1227","Finland",2037,"Europe and central Asia",34143905.9828778,34151727.5803098,34151046.422302,34152450.9008637,22.1904329718373,355482859868.813,1312816510710.04,0.57127,112.674390839914
"1228","Finland",2038,"Europe and central Asia",34176476.4198947,34184141.9078088,34183466.1902113,34184860.1717251,22.1904329718373,362809061644.785,1326058870920.09,0.57127,114.440405499124
"1229","Finland",2039,"Europe and central Asia",34201987.3231078,34209504.7196053,34208833.873927,34210218.4362433,22.1904329718373,370286250257.315,1340264829014.13,0.57127,116.216994757456
"1230","Finland",2040,"Europe and central Asia",34196484.8938141,34203510.1282993,34202854.5872674,34204209.6384033,22.1904329718373,377917537417.698,1355419709730.7,0.57127,118.05257235537
"1231","Finland",2041,"Europe and central Asia",34147716.9250157,34154155.7129034,34153538.158872,34154821.3237003,22.1904329718373,385706098966.972,1371510262073.66,0.57127,119.975240687736
"1232","Finland",2042,"Europe and central Asia",34083270.7815469,34089574.6054992,34088963.2455191,34090233.9048108,22.1904329718373,393655176197.581,1388524602329.53,0.57127,121.933803771739
"1233","Finland",2043,"Europe and central Asia",33997947.119336,34004124.6767019,34003519.1831771,34004777.8411205,22.1904329718373,401768077202.269,1406452160227.34,0.57127,123.941523444703
"1234","Finland",2044,"Europe and central Asia",33891150.5707838,33897197.7363673,33896598.1842411,33897844.5871518,22.1904329718373,410048178250.781,1425283628089.78,0.57127,126.002852197165
"1235","Finland",2045,"Europe and central Asia",33784762.3619626,33790686.4130165,33790092.2865955,33791327.3848261,22.1904329718373,418498925194.933,1445010912832.27,0.57127,128.073839151626
"1236","Finland",2046,"Europe and central Asia",33672882.0359696,33678681.1741043,33678092.4610915,33679316.1628526,22.1904329718373,427123834902.638,1465627090673.9,0.57127,130.16827460117
"1237","Finland",2047,"Europe and central Asia",33562852.1460412,33568530.5391729,33567947.0444916,33569159.8718303,22.1904329718373,435926496721.49,1487126364431.02,0.57127,132.271163245286
"1238","Finland",2048,"Europe and central Asia",33418784.7457687,33424057.5316841,33423499.7270112,33424664.1155672,22.1904329718373,444910573972.507,1509504023270.93,0.57127,134.465530170019
"1239","Finland",2049,"Europe and central Asia",33245579.1775079,33250741.438154,33250189.2182223,33251342.3341566,22.1904329718373,454079805474.664,1532756404809.37,0.57127,136.745600170844
"1240","Finland",2050,"Europe and central Asia",33068760.746851,33073818.2784389,33073271.3226297,33074413.7911555,22.1904329718373,463438007100.838,1556880859441.4,0.57127,139.055484936576
"1241","France",2020,"Europe and central Asia",374062698.779581,374062698.779581,374062698.779581,374062698.779581,22.1476349471904,2.86e+12,16547046769868.2,0.62413,137.155671492755
"1242","France",2021,"Europe and central Asia",380567578.925049,380627142.281375,380618403.953907,380636635.538491,22.1476349471904,3.042182e+12,16353116790864.4,0.62413,144.972045453248
"1243","France",2022,"Europe and central Asia",380620652.687813,380708397.185147,380698911.955949,380717344.148612,22.1476349471904,3118905830040,16209232315110.3,0.62413,149.109790885724
"1244","France",2023,"Europe and central Asia",381223393.034507,381324617.602497,381315842.250962,381332807.748244,22.1476349471904,3148566624483.68,16089534576938.7,0.62413,150.798770746565
"1245","France",2024,"Europe and central Asia",381611897.499902,381719574.866894,381711313.669795,381727693.757387,22.1476349471904,3190946331249.23,15982390890151.5,0.62413,153.115443129401
"1246","France",2025,"Europe and central Asia",381949026.450409,382060093.114518,382051831.774152,382068598.188749,22.1476349471904,3248734369308.15,15889990490449.8,0.62413,156.14239139936
"1247","France",2026,"Europe and central Asia",382490664.454558,382603774.877536,382595314.658709,382612677.732583,22.1476349471904,3302955745931.9,15815008794445.6,0.62413,158.890298405424
"1248","France",2027,"Europe and central Asia",382975507.619714,383089769.502145,383081084.040671,383098965.320108,22.1476349471904,3353325821057.36,15755784935799.5,0.62413,161.413348562845
"1249","France",2028,"Europe and central Asia",383302294.753037,383417077.9469,383408228.556806,383426456.087176,22.1476349471904,3412850394511.07,15710678050447.2,0.62413,164.368184029026
"1250","France",2029,"Europe and central Asia",383716094.195421,383830780.735504,383821848.925201,383840246.044433,22.1476349471904,3473431583108.64,15681009794594.9,0.62413,167.292065369248
"1251","France",2030,"Europe and central Asia",384144996.283069,384259264.465327,384250298.158643,384268768.161731,22.1476349471904,3535088142726.81,15666242252032.5,0.62413,170.203245111232
"1252","France",2031,"Europe and central Asia",384476261.439477,384579670.374891,384571518.555956,384588344.556888,22.1476349471904,3597839162176.13,15665868556343.4,0.62413,173.13289255754
"1253","France",2032,"Europe and central Asia",384727464.387846,384830256.149413,384822131.517113,384838904.910447,22.1476349471904,3661704069110.84,15679411412152.1,0.62413,176.077144602694
"1254","France",2033,"Europe and central Asia",384534416.074538,384629529.28349,384621489.396074,384638126.789615,22.1476349471904,3726702636043.65,15706421691617.5,0.62413,179.142886353163
"1255","France",2034,"Europe and central Asia",384475952.247399,384570283.308466,384562306.19048,384578823.331673,22.1476349471904,3792854986467.31,15746477102434.9,0.62413,182.165659150423
"1256","France",2035,"Europe and central Asia",384509191.915853,384602606.514538,384594697.435123,384611085.22309,22.1476349471904,3860181601084.81,15799180923792.3,0.62413,185.156568988207
"1257","France",2036,"Europe and central Asia",384620870.412707,384713160.327457,384705328.01146,384721570.055649,22.1476349471904,3928703324150.17,15864160806909.5,0.62413,188.118673306412
"1258","France",2037,"Europe and central Asia",384638040.583002,384729066.870308,384721320.643065,384737398.048905,22.1476349471904,3998441369921.83,15941067636955,0.62413,191.104918563137
"1259","France",2038,"Europe and central Asia",384409355.751124,384499121.531764,384491463.316417,384507371.693364,22.1476349471904,4069417329230.55,16029574453294.9,0.62413,194.164913330896
"1260","France",2039,"Europe and central Asia",384487621.32315,384576380.131113,384568794.038272,384584562.688352,22.1476349471904,4141653176163.91,16129375425185.9,0.62413,197.125991451575
"1261","France",2040,"Europe and central Asia",384642438.737984,384730325.558293,384722803.152388,384738450.075399,22.1476349471904,4215171274869.45,16240184880162.1,0.62413,200.059255607547
"1262","France",2041,"Europe and central Asia",384712187.828622,384799463.627985,384791985.462806,384807547.173612,22.1476349471904,4289994386478.63,16361736382510.9,0.62413,203.017639188434
"1263","France",2042,"Europe and central Asia",384802930.440099,384889654.292461,384882214.033379,384897702.797262,22.1476349471904,4366145676153.61,16493781859357.6,0.62413,205.967755550111
"1264","France",2043,"Europe and central Asia",384784315.261648,384870372.529628,384862970.017562,384878364.353199,22.1476349471904,4443648720259.19,16636090772006.8,0.62413,208.954372375322
"1265","France",2044,"Europe and central Asia",384912176.007887,384997448.191137,384990090.621261,385005378.715681,22.1476349471904,4522527513662.01,16788449330304.9,0.62413,211.892079471609
"1266","France",2045,"Europe and central Asia",384940004.417913,385024490.402504,385017179.31228,385032358.590232,22.1476349471904,4602806477159.36,16950659747901.8,0.62413,214.865645997922
"1267","France",2046,"Europe and central Asia",384538872.375618,384622485.985849,384615232.478525,384630282.05002,22.1476349471904,4684510465039.81,17122539536393.6,0.62413,217.993821758119
"1268","France",2047,"Europe and central Asia",384045325.463763,384128109.663296,384120911.830801,384135833.357168,22.1476349471904,4767664772778.09,17303920836433.9,0.62413,221.163620849288
"1269","France",2048,"Europe and central Asia",383667373.915011,383749359.208581,383742214.785417,383757013.86645,22.1476349471904,4852295144866.54,17494649783992.9,0.62413,224.301748567311
"1270","France",2049,"Europe and central Asia",383595230.068976,383676704.475914,383669592.277776,383684309.981083,22.1476349471904,4938427782785.57,17694585910038.5,0.62413,227.337016172215
"1271","France",2050,"Europe and central Asia",383455678.124961,383530595.591666,383523518.104126,383538149.725669,22.1476349471904,5026089353115.64,17903601571998.5,0.62413,230.40576656066
"1272","Gabon",2020,"Sub-Saharan Africa",5008858.29224604,5008858.29224604,5008858.29224604,5008858.29224604,41.6467625750867,31874304869,128855039055.115,0.27486,4.03247419194186
"1273","Gabon",2021,"Sub-Saharan Africa",4904713.86111852,4904965.42675888,4904856.01884747,4905132.00981101,41.6467625750867,32342219664.4769,135686903173.611,0.27486,3.96405062794469
