"","location","region","gdp_dif","gdp_dif_lower","gdp_dif_upper","gdp_dif002","gdp_dif002_lower","gdp_dif002_upper","gdp_dif003","gdp_dif003_lower","gdp_dif003_upper","gdp_dif005","gdp_dif005_lower","gdp_dif005_upper","gdp_dif_prop","gdp_dif_prop_lower","gdp_dif_prop_upper","gdp_dif_prop002","gdp_dif_prop002_lower","gdp_dif_prop002_upper","gdp_dif_prop003","gdp_dif_prop003_lower","gdp_dif_prop003_upper","gdp_dif_prop005","gdp_dif_prop005_lower","gdp_dif_prop005_upper","gdp_dif_perc","gdp_dif_perc_lower","gdp_dif_perc_upper","gdp_dif_perc002","gdp_dif_perc002_lower","gdp_dif_perc002_upper","gdp_dif_perc003","gdp_dif_perc003_lower","gdp_dif_perc003_upper","gdp_dif_perc005","gdp_dif_perc005_lower","gdp_dif_perc005_upper","inc","dea","pop","gdp_pc","le","gdp_sq","gdp_sq002","gdp_sq003","gdp_sq005","pop_m"
"1","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0130566562900248,7.67936132788859e-05,37212970,2111.02759734039,63.565,3824228549162.96,2770181822271.7,2390245949390.5,1826810504253.34,"55738534.0967742"
"2","Albania","Europe and central Asia",1367486755.00178,1282244543.4904,1494002258.62679,901259349.392288,842327585.023078,988782508.601654,739748201.850671,690123896.208124,813480428.774607,509384360.595227,473323649.436895,563021523.841144,0.000641043807087901,0.000601084376700748,0.00070035113112799,0.000601421547819344,0.000562095650155643,0.000659826838058196,0.000580846434627299,0.000541881688337659,0.000638740595125095,0.000539104626737197,0.000500939936705933,0.000595871275083336,504.285548604113,472.850936722853,550.940435694687,332.355734913341,310.623577715886,364.631487637105,272.795569269471,254.495706324899,299.98566553047,187.844723755869,174.546682335709,207.624400739286,0.0325623328211849,3.40353378937583e-05,2875637,13551.4252306532,79.282,2133218884390.95,1528519454803.89,1311776405058.07,992114613933.224,"2711731"
"3","Algeria","Middle East and north Africa",12505004476.4257,11593804703.9219,13666454325.0448,8304669779.19783,7664371603.85366,9120129117.51527,6844730202.3898,6301573616.34939,7536178623.01006,4754978281.43485,4355191430.11222,5263483478.27661,0.000614020181799878,0.000569278490501522,0.000671049641369042,0.000566805227581518,0.000523103989284836,0.000622461458127405,0.000543217978659762,0.000500111469850752,0.00059809336487523,0.000497079780916781,0.000455286538401929,0.000550238310121435,240.790804615431,223.245147050877,263.155166347303,159.911027778382,147.58173088564,175.613150122663,131.799080593378,121.340298940689,145.113303860159,91.5597470176084,83.8616292131627,101.351296931044,0.020952318505971,3.65830899258275e-05,42319750,11743.9257084458,76.474,20365787391173,14944751322999.3,12978348260592.5,10044116431970.6,"51933064.8709677"
"4","American Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0157149507873384,5.77808698378845e-05,47887,NA,NA,NA,NA,NA,NA,"39362.0967741935"
"5","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0972568943548972,0.000139763318172882,75666,56330.9500039648,NA,167795270731.305,123810996509.84,107807175195.044,83854627698.1179,"81210.0322580645"
"6","Angola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00894959017408428,3.46523221651981e-05,31808179,6727.82934225817,62.448,6663970314154.01,5067702303182.61,4476069001432.53,3574869527583.35,"51244669.1290323"
"7","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115128052725561,4.06035279965881e-05,91856,23705.8522905417,78.691,114540505930.213,81111999644.9761,69197747601.5567,51723586183.4591,"97749.4516129032"
"8","Argentina","Latin America and Caribbean",18146667584.6078,17939124969.2693,18381778510.7255,12376499231.8523,12225277270.1996,12547217395.7531,10338784502.5007,10208115207.0124,10486040433.6806,7376793247.27616,7276985060.76729,7488873485.85045,0.000572309148934122,0.000565763675116511,0.000579724071448362,0.000524520728507147,0.000518111884454685,0.000531755829000523,0.000501364528696865,0.000495027908591107,0.000508505493915355,0.000457296007932757,0.000451108782166823,0.000464243992504115,373.506020587475,369.234249145364,378.345220181639,254.740819786334,251.628275135423,258.254647421259,212.79930539511,210.109788526889,215.83021873534,151.833755571945,149.779441280289,154.140660886719,0.0280521467323517,4.44728633799295e-05,44582599,22250.8337838267,77.284,31707806206496,24067741331060.3,21239931084183.8,16937897500253.1,"48584672.2258065"
"9","Armenia","Europe and central Asia",2573395625.60974,2541043405.16394,2609170720.98006,1650133375.90468,1629082458.45451,1673406297.5344,1334987411.79344,1317817732.62636,1353965246.30573,891997804.977229,880318955.47204,904897710.025842,0.000887539113566063,0.0008763811475034,0.000899877595887526,0.000831066364868881,0.000820464367661912,0.000842787443092686,0.000801469022037471,0.000791161085161684,0.000812862497610788,0.000740775388103049,0.000731076480519948,0.000751488342905805,948.110693442142,936.191233466378,961.291235968119,607.955140566587,600.19939568902,616.529533732251,491.846581278038,485.520792790921,498.838544604786,328.636859800928,324.334046042803,333.38954446366,0.0150814843506564,3.86211356798975e-05,2828707,14276.5292616026,75.439,2899472920432.81,2025272727393.23,1715645890656.71,1264347750030.54,"2714235.41935484"
"10","Australia","East Asia and Pacific",111201074427.09,110621601678.009,111804084487.13,73171701961.3271,72771867917.933,73585766519.3718,60004649612.0355,59667943914.6667,60352440238.8938,41234793526.5696,40989540500.3203,41486765539.0689,0.00190400050055084,0.00189407868630587,0.00191432532395806,0.00176076931466107,0.00175114789687667,0.00177073316883627,0.00168796619489661,0.00167849446498131,0.0016977497504183,0.00154334489630761,0.00153416551224881,0.00155277576005748,3825.31343577149,3805.3795915695,3846.05696272445,2517.10422829101,2503.349949871,2531.34803596396,2064.15804480538,2052.57537948779,2076.12203134608,1418.47559037634,1410.03889404666,1427.14341962006,0.0698286598344554,0.000173466172476942,25170161,49661.9787215505,82.9,58403910290422.2,42387799116615.3,36614944829616.2,28053699018594.8,"29069794.2258065"
"11","Austria","Europe and central Asia",36628566334.1562,36346521113.0351,36933016381.5161,24478447140.3507,24280218897.0246,24691737573.2064,20235894124.0235,20067516726.1516,20416760546.7668,14137330059.0419,14012754269.665,14270682761.9502,0.00183721417239425,0.00182306735941849,0.00185248476575281,0.00171164077718027,0.00169777978581426,0.00172655498314134,0.00164752130480962,0.0016338127259575,0.00166224668748695,0.00151959266781756,0.0015062022712339,0.00153392647686968,4064.40513735046,4033.10863409036,4098.18774094099,2716.19493386582,2694.19898995711,2739.86221920639,2245.4297360764,2226.74612300017,2265.49916524995,1568.71651476044,1554.89324704873,1583.5136926198,0.0723142929236565,0.000226149721163517,8858773,55876.8127369332,81.89512195,19937014902526,14587182320048.2,12651108599868.9,9768536579814.64,"9012036.22580645"
"12","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0188139453150949,2.29586096896866e-05,10191978,14226.8752934906,73.102,5437656126268.88,4058618687573.59,3553363003255.17,2792131374329.43,"10760536.8709677"
"13","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0134495298184369,5.09993587648136e-05,403335,34428.9924653204,71.205,523102934824.097,386818119028.498,337114598250.1,262558195405.275,"434644.516129032"
"14","Bahrain","Middle East and north Africa",1642723833.97627,1585841752.96608,1720398096.63194,1069492517.67361,1030924807.42909,1122200083.08817,872184224.528119,840044054.825002,916126334.013345,592538662.667205,569688587.471513,623806672.291525,0.000456059798832101,0.00044026795976207,0.000477624049540896,0.000420612001224846,0.000405444020598021,0.00044134093032192,0.000402600355400042,0.000387764448740421,0.000422884039051109,0.000366818224882282,0.000352672609499176,0.000386175064374184,1007.43268689431,972.548632421487,1055.06795553245,655.887312528547,632.234905985598,688.211263241991,534.884122705124,515.17353176369,561.832485242332,363.385984103404,349.372726260537,382.561705729978,0.0208262624254941,1.75491161629989e-05,1494344,49763.7806502385,80.019,3601992190899.16,2593559776826.08,2231368500336.57,1696114188438.23,"1630604.06451613"
"15","Bangladesh","South Asia",16618809108.8059,11692205845.317,22545753886.3861,10759229071.4924,7575072856.53407,14596337699.8851,8750221274.25292,6162420015.39675,11871300151.6481,5913287284.10717,4166280890.80132,8023781847.29422,0.00017256201748573,0.000121406450746056,0.000234104667241771,0.000167635317349985,0.000118024231459012,0.000227419798036551,0.000164821939281055,0.000116077295164035,0.0002236115695199,0.000158545450727173,0.000111705190353835,0.000215131457072078,88.1533098924872,62.020487657135,119.592373682975,57.0715776523939,40.1814438452381,77.425251841395,46.4149363872485,32.6881257103487,62.9704808716079,31.366618572145,22.0997454186623,42.5615892849655,0.0123967538701239,3.15288742143489e-05,164605451,5497.99532458983,72.806,96306298170048.8,65465999804863,54681603382375,39161966614841.5,"188521669"
"16","Barbados","Latin America and Caribbean",14228751.5001383,12941033.7454882,15658542.0625672,9799075.02482232,8873981.40298637,10823086.0280802,8234140.08024648,7439942.13888694,9111886.82935093,5956421.17769536,5356828.31905889,6617034.70881059,8.89216244211782e-05,8.08741190206963e-05,9.78570042675416e-05,8.40354944284114e-05,7.61020211458182e-05,9.28172693144006e-05,8.16140252210218e-05,7.37422025188434e-05,9.0313955586663e-05,7.68996897243502e-05,6.9158715166886e-05,8.54284646472351e-05,50.9552003002023,46.343698291914,56.0754854141278,35.0918933851419,31.779000416519,38.7590236867786,29.4876368516805,26.643500092416,32.6309738769307,21.3307987126547,19.1835706715933,23.6965505355517,0.0120725031563544,7.01682544689404e-05,279932,16091.7582984439,77.257,160014525069.219,118938510367.585,103917975613.698,81329876089.2103,"279240.419354839"
"17","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0609085332880456,0.000130613126095384,9686898,18788.2643133024,74.22682927,6382776019460.11,4738071076477.37,4138740824221.4,3240386736079.63,"9026880.38709677"
"18","Belgium","Europe and central Asia",47979442365.4222,47702845066.5614,48290277967.1985,32052890095.2713,31855778709.9722,32273273407.0906,26493354793.2977,26324724107.2212,26681382021.47,18503878195.7228,18377294879.3615,18644221871.3399,0.00203383988477723,0.0020221149753012,0.00204701614972184,0.0018850874595874,0.00187349498853519,0.00189804859401797,0.00180990155399981,0.0017983814976248,0.00182274669102072,0.00166134073635179,0.00164997565829685,0.0016739412659773,4024.63145213676,4001.4298029785,4050.70509279779,2688.67379964132,2672.1396207985,2707.16008386111,2222.32655731254,2208.18140827537,2238.09873512563,1552.14997302018,1541.53185886072,1563.92233933272,0.0887751113897656,0.000254872884183024,11479863,52004.1049270361,81.99512195,23590570095776,17343464745308.2,15077149017741.3,11694814724265.5,"11921449.9354839"
"19","Belize","Latin America and Caribbean",43952548.7430296,42149770.3490186,45968958.411397,29420570.9896533,28170907.3031289,30816187.8851613,24349575.4262729,23296319.1129985,25524895.8893945,17062065.839449,16296024.7882337,17915450.6881909,0.000300625967795861,0.000288295351826589,0.00031441777567417,0.00027745568620393,0.000265670520790563,0.000290617288116998,0.000266036694202846,0.000254529108430757,0.000278877918953749,0.000243966961466946,0.000233013498423107,0.000256169335462486,93.4257261087507,89.5937326228131,97.711815147667,62.5364918724608,59.8802013809157,65.5030211309751,51.7575619548141,49.5187558181872,54.2558281718562,36.267200322908,34.6389001791024,38.0811588173301,0.013317947055048,3.26073774148889e-05,385764,9002.25765753155,73.931,146203433673.02,108157748792.323,94272945182.2845,73432767386.6149,"470454.451612903"
"20","Benin","Sub-Saharan Africa",395703957.61187,270556612.723,579349126.661568,262389975.426693,179159485.957911,384319650.582932,216106948.459364,147439897.631342,316607145.523113,149926871.190181,102103232.066017,219776631.483397,0.000119739204073433,8.18698747916799e-05,0.000175309854684692,0.000116832895213146,7.97733275264153e-05,0.000171123829680959,0.000115156362450676,7.85659249384012e-05,0.000168709647997223,0.000111391760169192,7.58600419558544e-05,0.00016328831269971,21.480493779246,14.6869636371712,31.4495346126205,14.2436438313765,9.72553887718908,20.8625051753615,11.7312042822337,8.00366471691742,17.1867824141015,8.13866821898548,5.54259768962493,11.930410284229,0.00993876597816916,4.82037271008974e-05,12114069,3202.39498883488,60.454,3304715115437.01,2290774138969.67,1932938416741.73,1413239314205.84,"18421548.483871"
"21","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0161252740186375,8.1848249097829e-05,63696,81957.4358358453,81.033,202546189313.577,150247040482.935,131142195386.74,102441549460.713,"61237.5161290323"
"22","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0205124193470633,0.000143861083038977,764914,12571.8611765506,71.391,577611453100.785,402309731367.657,340371537614.274,250307957622.067,"834355.451612903"
"23","Bolivia (Plurinational State of)","Latin America and Caribbean",3884945874.02873,3597455988.25183,4292767912.8631,2526961489.74655,2334585084.66778,2799946578.24259,2060062879.63699,1900813986.55417,2286078776.52198,1398983308.93483,1287264637.807,1557600177.99733,0.000801103127714768,0.000741820693891977,0.000885198896730574,0.000742750055941145,0.000686204839002226,0.000822988591658549,0.000712824076922818,0.000657720688412296,0.000791030220366029,0.000652841014357349,0.00060070706099569,0.000726860194594598,271.534413739835,251.440595158623,300.038728038103,176.619450800718,163.173494006403,195.699471055317,143.986038526026,132.855496113316,159.783194019702,97.7805418507677,89.9720768548241,108.866909575492,0.0182238284464596,6.41104540347406e-05,11692283,8552.64964079299,67.841,4849495326664.06,3470212757204.72,2976701874585.87,2250061564878.2,"14307379.3870968"
"24","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0357981729001175,4.18094156888113e-05,3380449,14765.0211424577,77.241,2606541558535.33,1869904945220.73,1605832622244.53,1216302648311.13,"3030552.16129032"
"25","Botswana","Sub-Saharan Africa",762198361.836304,725113486.700188,811167571.192505,491989258.489675,467091081.151448,524817680.782378,399407674.757564,378760871.367491,426609887.224264,268787636.131309,254250447.245661,287911018.30417,0.000317010008229491,0.000301585838930876,0.000337377054707524,0.000296644188290995,0.000281631869467009,0.000316438036461153,0.000285982925656945,0.000271199450996522,0.000305460188607114,0.00026416389811924,0.000249876780828427,0.0002829583160944,243.460888395674,231.615262507777,259.102600331622,157.150878236537,149.197919167466,167.636910818337,127.578530993237,120.983542932953,136.267443414296,85.8559660567153,81.2125069546139,91.9643439358253,0.0114422794262029,2.00805549442829e-05,2475862,15263.2520402995,65.464,2404335327118.54,1691686752909.5,1438512121152.93,1068378457265.5,"3130680.93548387"
"26","Brazil","Latin America and Caribbean",68828210804.439,68484420142.3887,69205457213.7188,47013899825.2634,46766408337.6961,47285641149.4262,39305270215.0217,39092803204.4255,39538625903.6659,28093297171.3951,27933224598.0856,28269211156.723,0.000613909096558509,0.000610842676375887,0.000617273923271192,0.000571502750491918,0.000568494234576545,0.000574806048341246,0.000550327317387234,0.000547352489855582,0.000553594614862257,0.000508910414686347,0.000506010698103923,0.00051209709863719,305.515990039371,303.989965415819,307.190518679195,208.686205595814,207.587635605882,209.892416228284,174.468991757271,173.525889091455,175.504815490217,124.7010694957,123.990536268972,125.481919887728,0.0359290585034636,9.84791863778605e-05,211000821,14739.2791424257,75.338,112114661910502,83908918689354.4,73564271738641.9,57962975758995.1,"225285134.16129"
"27","Brunei Darussalam","East Asia and Pacific",333477722.277206,286885119.173019,391317589.436905,228746505.529481,196192807.455304,269124964.493618,191674455.063341,164134330.964238,225821032.697972,137658304.813144,117488321.242693,162649168.36626,0.000348786982881702,0.000300055411398179,0.000409282156649683,0.000327787809558334,0.00028113920454442,0.000385649093981277,0.000317135698073585,0.000271569081080643,0.000373633047871209,0.000295987185515033,0.000252618522236737,0.000349721505262161,696.698069467388,599.357304355757,817.536497633559,477.894738249787,409.883902481123,562.252980282513,400.444209277158,342.907678315764,471.782871885601,287.594249338635,245.455336673755,339.804892595055,0.0380209873468938,4.31892597857003e-05,436204,61684.0284339437,74.748,956107133133.209,711806323592.237,622524332374.064,488336073746.881,"478654.580645161"
"28","Bulgaria","Europe and central Asia",13871708567.0278,13693697942.3179,14049120283.8759,9276934585.09341,9155184005.80646,9398053338.7786,7672170125.99854,7570236005.49541,7773483015.44515,5364737159.30811,5291549379.25644,5437350799.71143,0.00168865721362164,0.00166698728564808,0.00171025423420414,0.0016025749360429,0.00158154272707082,0.00162349799819885,0.00155691399645897,0.00153622849857223,0.00157747342788589,0.00146242090112147,0.00144247000025235,0.00148221529221258,2293.07309945753,2263.64692077395,2322.40027523168,1533.53056977198,1513.40449973112,1553.55219541191,1268.25378758361,1251.40349199722,1285.00139010825,886.821865253868,874.723504851141,898.825317075103,0.0413023736391493,8.4617433436515e-05,7084829,22865.7600628046,75.11219512,8214638503972.85,5904543409470.86,5075640175212.94,3851814489900.82,"6049396.58064516"
"29","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102940603061027,7.03740756587947e-05,20671385,2134.58893499395,60.039,3638163564695.17,2511409080533.37,2114741114356.25,1540046521760.52,"30539729.8387097"
"30","Burundi","Sub-Saharan Africa",86047479.7038002,75603229.614502,100849018.606634,56694752.9334794,49313610.2589282,67140750.0474782,46549984.4955697,40270788.6404408,55429908.7329825,32105072.3240935,27457638.1884089,38667278.5891692,0.000225682528024446,0.000198289688959477,0.000264503522314371,0.000205476071265441,0.000178724950222618,0.000243334997116181,0.000195678934294432,0.000169283515123571,0.000233006854598199,0.000177031891208437,0.000151405284733252,0.000213216820925427,4.84321635381403,4.25535761570878,5.67632681239557,3.19108654347661,2.77563601506744,3.77904361355659,2.62008424831036,2.2666572315163,3.11989428848017,1.80704666604622,1.54546400160675,2.17640303545435,0.00877727123663878,4.82423263831481e-05,11695779,740.829323040389,62.351,381276656447.59,281437384100.283,245026293726.095,190419509785.43,"17766598.3548387"
"31","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124055079518684,4.9025535914179e-05,574128,7782.61952386924,76.004,272105241310.026,190566450634.234,161647441157.128,119439568587.964,"659397.612903226"
"32","Cambodia","East Asia and Pacific",4842372556.95482,3931220877.52402,6228116816.41316,3112225293.2201,2526461381.57957,4003223163.65447,2521122706.48317,2046356105.18191,3243349498.59838,1689428357.52109,1370651953.33898,2174469437.27115,0.000729824992318592,0.000592499485117255,0.000938679387890072,0.000702443643880688,0.000570234019647203,0.000903545984434666,0.000687179421821546,0.000557772853175198,0.000884035920774772,0.000653896911965962,0.000530513812958348,0.000841633114459083,260.847782174665,211.76607852448,335.494726929427,167.648617659208,136.094825497979,215.644680682353,135.807243007729,110.232627766246,174.711985411285,91.0057280845594,73.8339559702698,117.133806506508,0.0235386728522561,0.000132606639978472,16119212,4488.814373184,70.692,6634977710986.59,4519180758113.16,3778862266850.62,2712812590082.22,"18563978.2580645"
"33","Cameroon","Sub-Saharan Africa",976657928.836853,773300120.689835,1242635721.60893,646142834.534869,510038616.678365,824172929.552183,531468635.651224,418823375.758192,678819706.45149,367625361.503989,288681575.355377,470900481.201735,0.000170515768525936,0.000135011307938353,0.000216953120239628,0.000161937859209811,0.000127827095318149,0.000206556186491544,0.000157389471512789,0.000124030630118017,0.00020102611458897,0.000147963660332284,0.000116189977713516,0.000189530337531097,25.6994988077064,20.3483993145234,32.6983627562775,17.0024186723321,13.421011015413,21.6870519298353,13.9849144362331,11.0207991233492,17.8622685809495,9.67358914590108,7.59628482255596,12.3911412561869,0.0103507085691304,4.65978093219601e-05,25427553,3808.92374858092,61.584,5727669278212.82,4069867876736.98,3478076960670.65,2608793461261.56,"38002995.1612903"
"34","Canada","North America",103511303642.591,102707844545.631,104389942114.17,67657610589.2159,67106235366.5841,68260001160.8152,55292604065.2286,54829906355.7693,55797801081.8246,37733438432.164,37399282151.5937,38097738119.566,0.00132756722704376,0.00131726259433353,0.00133883606047779,0.00121227205382624,0.00120239265123209,0.00122306553661522,0.00115477289896394,0.00114510956723396,0.00116532381862607,0.00104262043263763,0.00103338729141614,0.0010526864725606,2457.25685240031,2438.18352125528,2478.11486818306,1606.12533498202,1593.03622783742,1620.42549648897,1312.59220437869,1301.60821444572,1324.58508619118,895.754829561523,887.822287111482,904.402946933195,0.0499059698215698,0.000210355401806713,37286937,49615.2312001385,82.22390244,77970668101751.1,56926795089587.9,49318253171928.7,38000512088124.7,"42124739.0322581"
"35","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00708231643167678,3.83539886250533e-05,5146623,872.2656419559,55.025,241711052080.63,171818596531.228,146890361786.642,110302664354.288,"8159378.4516129"
"36","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00880669809958177,5.28667758407471e-05,15874547,1586.82392833005,53.259,825459897113.818,626525953703.908,552879088556.622,440819113377.927,"25702147"
"37","Chile","Latin America and Caribbean",28319558642.872,28130544883.6689,28519618932.7741,18755423253.8491,18624116210.4007,18894211999.1566,15431871089.1924,15321005833.5536,15548962071.9257,10677043508.8469,10596010252.6041,10762481259.4249,0.00140670462205266,0.00139731582711925,0.00141664212630699,0.00129887681914542,0.00128978336001004,0.0013084884115685,0.00124447343110091,0.0012355329167409,0.00125391600719494,0.00113714744905758,0.00112851708611591,0.00114624690810188,1403.16441350973,1393.79924705633,1413.07690836487,929.285050024533,922.779109274063,936.161690683626,764.611222204715,759.118121716506,770.412792143928,529.021221059175,525.006222700459,533.254451269193,0.0481246925000923,7.66512029440296e-05,18872283,25010.2226635749,80.326,20131844453278.5,14728518853321.8,12772331513584,9858788052139.04,"20182637.4516129"
"38","China","East Asia and Pacific",1199884291620.78,1067090392201.46,1305643606238.27,782661340052.925,695300014523.364,852214781962.354,639000441973.57,567318944326.861,696061385423.657,435293735049.673,385906415742.148,474596732317.664,0.000619753035901464,0.000551163570326289,0.000674378850046019,0.000600506049116863,0.000533477052340529,0.00065387173931524,0.000589499262024241,0.000523370684971903,0.00064213988923624,0.000564996250487989,0.000500893213886232,0.000616010184990907,857.522927435096,762.618931965867,933.106079667063,559.345637074624,496.911000555192,609.053489353276,456.675308994441,405.446596247558,497.455130524926,311.091961600515,275.796259401135,339.180687746513,0.0255687859661767,9.75047792466195e-05,1419730043,15848.0833105819,77.968,1936068437124287,1329403039366594,1116490719551930,808958327435613,"1399244560.3871"
"39","Colombia","Latin America and Caribbean",23372493084.0962,23156283446.0159,23608063604.8477,15489871856.1644,15337257954.0157,15655805705.1854,12750587269.2766,12620756349.2552,12891588431.7926,8831204001.95597,8734980660.03872,8935450865.27307,0.000672726612440674,0.00066650348609812,0.00067950699987499,0.000626033394898398,0.000619865403312798,0.000632739720928451,0.000602256328244293,0.000596123944571811,0.000608916322848595,0.000554901398794176,0.000548855284695271,0.000561451664223641,426.666687933037,422.719764091964,430.967046200427,282.76882134897,279.982842637669,285.797956731448,232.762967125882,230.392893533924,235.336954367592,161.214319260595,159.457754633537,163.117353897888,0.0212064104240758,4.11730254163948e-05,49757785,14751.4605001006,76.752,34742929225439.8,25237741983160.4,21806503761680.2,16710652058552.9,"54779277.9354839"
"40","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00772292182111412,6.69783419257946e-05,783646,3321.47232040998,64.068,134996738807.439,96935046979.965,83278512422.9678,63117494005.1871,"1024131.70967742"
"41","Congo","Sub-Saharan Africa",106328475.489899,85651067.9898033,136459004.336006,74870214.7471408,59610155.6433899,97098300.7621914,63564711.8192577,50316015.5893079,82859447.4680429,46842697.9974629,36660767.4622154,61665906.1235044,0.000183393060977181,0.000147729114540977,0.000235361547203374,0.000167563942225575,0.00013341103281219,0.000217311705516895,0.000160193720352825,0.00012680478680531,0.000208819685897858,0.000146616979264932,0.000114747681338407,0.000193013410114694,13.5022917382024,10.8765380332835,17.3284651958018,9.50751411943074,7.56969107615171,12.3301832188817,8.07186672510804,6.38945981742507,10.5220396307296,5.94839502073308,4.6554262660171,7.83074384301934,0.00808312400962561,3.7353507153089e-05,5506177,4141.98974315573,62.747,579784616295.427,455752102915.299,408702994284.888,335464781391.116,"7874846.5483871"
"42","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176541214113258,5.28408906246259e-05,17179,NA,NA,NA,NA,NA,NA,"17356.3870967742"
"43","Costa Rica","Latin America and Caribbean",3246883854.67503,3187159756.21785,3312271545.85701,2165557748.82609,2124521573.85967,2210325926.47748,1788441448.21262,1753996451.49267,1825948995.8997,1246984217.45611,1222115469.33972,1273960043.84618,0.000571866281982913,0.000561347212112178,0.000583382867582317,0.000543340511921708,0.000533044496345282,0.000554572890543841,0.000528166017745687,0.000517993654111965,0.000539242819906077,0.000496672257546103,0.000486767066208148,0.00050741669553078,591.230964055469,580.355694754616,603.137527217321,394.330334210364,386.857982758183,402.482252793386,325.660543742898,319.388391880028,332.490361060342,227.065615539956,222.537220136303,231.977692644232,0.0257102584577611,8.26585627155116e-05,5063704,20933.2930992807,79.427,5677697666343.69,4065349178529.31,3487719068942.39,2636212126680.7,"5491735.12903226"
