"","location","region","gdp_dif","gdp_dif_lower","gdp_dif_upper","gdp_dif002","gdp_dif002_lower","gdp_dif002_upper","gdp_dif003","gdp_dif003_lower","gdp_dif003_upper","gdp_dif005","gdp_dif005_lower","gdp_dif005_upper","gdp_dif_prop","gdp_dif_prop_lower","gdp_dif_prop_upper","gdp_dif_prop002","gdp_dif_prop002_lower","gdp_dif_prop002_upper","gdp_dif_prop003","gdp_dif_prop003_lower","gdp_dif_prop003_upper","gdp_dif_prop005","gdp_dif_prop005_lower","gdp_dif_prop005_upper","gdp_dif_perc","gdp_dif_perc_lower","gdp_dif_perc_upper","gdp_dif_perc002","gdp_dif_perc002_lower","gdp_dif_perc002_upper","gdp_dif_perc003","gdp_dif_perc003_lower","gdp_dif_perc003_upper","gdp_dif_perc005","gdp_dif_perc005_lower","gdp_dif_perc005_upper","inc","dea","pop","gdp_pc","le","gdp_sq","gdp_sq002","gdp_sq003","gdp_sq005","pop_m"
"182","Togo","Sub-Saharan Africa",218334372.613087,163992917.022511,293734502.513283,144544514.301307,107990933.11729,195237435.240496,118967140.636211,88632356.4058888,161021691.239858,82446765.2827052,61067191.8598863,112061771.297103,0.000182077173262141,0.000136759807487508,0.000244956152652869,0.0001747170535657,0.000130533197591525,0.000235991726118624,0.000170768546020108,0.000127225203134475,0.000231134748163895,0.000162476294585238,0.000120343970076913,0.00022083803169936,18.6740280346575,14.02623092879,25.1229628621034,12.3628189185855,9.23640967927108,16.6985587081909,10.1751991354131,7.58068044207765,13.7721034961805,7.05162997392275,5.22304591412269,9.58458640190328,0.00931879460701137,4.89815712397702e-05,8143953,2088.8820523645,60.901,1199130943771.55,843852397796.373,717556937217.635,532810671044.843,"11691873.4516129"
"183","Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0139084227738428,7.17608168000607e-05,1688,NA,NA,NA,NA,NA,NA,"2133.1935483871"
"184","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00995796590599799,3.40583705685829e-05,105028,6339.77011273184,70.871,28015637469.9464,20333703299.6874,17566964186.3367,13466861941.4073,"118231.935483871"
"185","Trinidad and Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0130517997691595,5.70878534590951e-05,1526010,25596.0390089187,74.228,927654023265.551,725810991421.548,649661136415.076,531705046366.254,"1530668.67741935"
"186","Tunisia","Middle East and north Africa",3186564094.35019,2927904356.19614,3532989895.06813,2110230928.41256,1931264094.8528,2349847564.44722,1736508216.69991,1585840804.91971,1938195186.93902,1202182951.98271,1092892841.70305,1348412034.24193,0.000598532510629515,0.000549948437661829,0.000663601687997758,0.000552826134419271,0.000505941434998945,0.000615599519482507,0.000529841156144983,0.00048386970902871,0.000591379625392167,0.000484619839141418,0.000440563187384608,0.000543567201691673,238.773102584789,219.391415487293,264.731206926548,158.122156350411,144.711955003887,176.076920768415,130.11866144496,118.828970008041,145.231310118904,90.0810229514584,81.8917827728045,101.038144988033,0.0208679937083312,4.36631161358976e-05,11992376,11173.7657324954,75.993,5323961585643.32,3893512648858.19,3375735241509.78,2604705787155.13,"13345573.9354839"
"187","Türkiye","Europe and central Asia",12486776511.6309,9014562592.83154,17732429844.1821,8528842372.84109,6141340383.59911,12134673546.8678,7133712309.05,5129876670.85884,10159601158.4445,5108427055.98404,3663461808.77511,7289651158.75988,8.69774240157619e-05,6.27915004503374e-05,0.00012351635091335,8.48920067108291e-05,6.11279569098557e-05,0.000120782720929953,8.37076016996258e-05,6.01944197536105e-05,0.000119213645063769,8.10945004848055e-05,5.81561803999473e-05,0.000115720673496872,137.896823734177,99.5516775483663,195.826821303656,94.1876610227434,67.8214534856072,134.008399814441,78.7806419002618,56.6514262828825,112.196829089606,56.4145489944325,40.4571785865628,80.5027414390598,0.0210577867557188,6.8683897106376e-05,83151687,28261.6033995799,77.832,143563420656929,102476305571749,87778451766995.9,66143183282672.2,"90551589.0322581"
"188","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183595196556939,2.37124096132147e-05,6112474,15105.2997707639,69.002,6233582527417.62,4311558236917.64,3635466876677.06,2656619062852.66,"7306892.25806452"
"189","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133191693438529,5.95206361616701e-05,10914,4850.32994502474,64.278,3297659230.01218,2296049254.8529,1942528119.90585,1428980927.44413,"12175.4838709677"
"190","Uganda","Sub-Saharan Africa",1084011498.1088,845513482.816864,1411357625.62976,714784346.717071,557888781.54682,930103878.866479,586911903.859813,458209772.506815,763523714.421575,404534208.119319,315956919.062987,526054406.9606,0.000140332364629881,0.000109457239685319,0.000182709457684331,0.000135446337403192,0.000105715790344184,0.000176247793303778,0.000132744281668454,0.000103635190741354,0.000172689301990935,0.000126907402728319,9.91196076068271e-05,0.000165029797582569,16.658281750714,12.9932217927241,21.6886933577521,10.9842737456074,8.57321949516506,14.2931440290264,9.01922523368237,7.04142668658573,11.7332640662726,6.21658056986515,4.85539072973053,8.08401252444546,0.00896437989108832,3.67945463208504e-05,42212297,2289.28719207107,62.991,7724600814415.28,5382796224907.24,4554013576912.26,3347014511317.39,"65073428"
"191","Ukraine","Europe and central Asia",14454571220.0341,13612932535.0328,15458617247.3778,9478216412.25499,8892158964.47754,10177272655.7702,7763402342.97374,7268058586.30211,8354234808.87338,5329287947.72486,4966564713.42997,5761937653.51735,0.000769148718263217,0.00072436390203067,0.000822575464947914,0.00070956992902131,0.00066569577342763,0.000761903539852526,0.000679581581451708,0.000636220890011337,0.00073130102658809,0.000620566930077882,0.000578329759524844,0.000670946662296585,389.648723602253,366.960853145709,416.714573362649,255.502212472573,239.703989681462,274.346519153518,209.276343635693,195.923470029596,225.203285548815,143.660452802762,133.882601691689,155.323296553898,0.0554510511726612,6.52103665095036e-05,44331496,12135.8412989266,71.82731707,18792947159391.2,13624845621395.8,11766511382167.6,9017161685378.29,"37096416.1935484"
"192","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0363540962354976,3.23144231742713e-05,9175764,72037.5981771109,79.726,31798557027998.5,23102194958617.9,19960443922445.7,15291187301977.7,"10310731.6451613"
"193","United Kingdom","Europe and central Asia",143609904311.738,143413077444.829,143823621933.608,94741089971.2967,94604302689.0117,94889727097.4106,77803364845.2994,77687857904.7191,77928926650.6872,53632369136.417,53547931759.4261,53724227573.1566,0.00116289157832118,0.00116129775854243,0.00116462217220885,0.00106854076892824,0.00106699800867673,0.00107021717806684,0.00102129921785873,0.00101978299618494,0.00102294742644059,0.000928796524251381,0.000927334251681124,0.000930387313510566,2060.25498292728,2057.43126728408,2063.32101655154,1359.17368399341,1357.21130764284,1361.30606045582,1116.1818600135,1114.52477548975,1117.9831935389,769.42016143706,768.208806777891,770.737980029891,0.0529934606662309,0.000159207724773644,66606144,47142.7981178433,81.40487805,123493803712176,90437271633210.6,78466197162743.2,60631135154847.3,"69704917.8387097"
"194","United Republic of Tanzania","Sub-Saharan Africa",2259378166.50305,1639239921.75601,3144419780.69504,1474870252.39402,1068650361.38884,2054335482.17154,1204699674.07834,872258644.941583,1678758890.06893,821494967.537692,593865643.08935,1145800197.77372,0.00017219938603091,0.000124935308426315,0.000239653177005418,0.000166549324277844,0.000120677052974444,0.000231985278596739,0.000163384536414251,0.00011829801020419,0.000227677693376199,0.000156457274431006,0.000113104283735875,0.000218222610083072,24.3068765006685,17.6352958189193,33.8283446342714,15.8669715459529,11.4967705458874,22.1009831804168,12.9604183276409,9.38394619969737,18.0604493839388,8.83781963457882,6.38893437963273,12.3267650872423,0.00981282653895386,5.66317322393201e-05,58973192,2543.52859177099,66.989,13120709768950.6,9032565361431.63,7594602840226.07,5513132700614.37,"92952221.4193548"
"195","United States of America","North America",2328812776533.52,2326582171840.8,2331008607397.02,1513670674743.34,1512151905490.15,1515166001116.74,1233362623948.69,1232093440777.61,1234612367051.41,836448060796.468,835539442310.69,837343047903.986,0.00258346161379914,0.00258098709903468,0.0025858975523183,0.00235210468168076,0.00234974465427822,0.00235442828100934,0.00223677415172165,0.00223447241494469,0.00223904063281503,0.00201192666120609,0.00200974114145647,0.00201407939310595,6512.85790337048,6506.61969841529,6518.99885834029,4233.19646664623,4228.94901127596,4237.3783606513,3449.27492413659,3445.72547193078,3452.77000941169,2339.24659741267,2336.70551590287,2341.74955682416,0.0434499260114958,0.000148733793052439,333251103,61515.1752400952,78.78780488,901431151171181,656409597864895,567944466672842,436532047003043,"357571562.451613"
"196","Uruguay","Latin America and Caribbean",2574681049.90331,2543866771.01189,2609187073.90021,1716785387.50313,1695403339.15963,1740648967.20638,1417573783.83637,1399533675.17243,1437671770.27812,987949464.9901,974787394.967013,1002558796.05172,0.00081496885915708,0.000805215154823554,0.000825891118833421,0.000749826271990639,0.000740487410119123,0.000760248971959716,0.000717418251888076,0.000708288354475238,0.000727589618249331,0.000654293092354695,0.000645576197612229,0.000663968470232081,755.755000614505,746.709979149265,765.883672741858,503.933930626524,497.65758429633,510.938689407799,416.105317555584,410.809942295447,422.004748771037,289.996210811717,286.132703042955,294.284538100204,0.0362345073577096,9.97863059134042e-05,3428546,23551.9015921035,77.508,3159238565957.35,2335369085700.77,2035215850041.2,1585446874437.2,"3406766.80645161"
"197","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0214731000241731,2.25529052546747e-05,32710433,7612.2501955263,71.344,20358261605491.4,14121604720701.6,11920377979343,8723094022421.61,"39838132.6774194"
"198","Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106626480519682,3.99080812119503e-05,300837,3106.8095832627,69.877,48736874981.3564,34549124983.4819,29496312642.901,22090861409.152,"434438.193548387"
"199","Venezuela (Bolivarian Republic of)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0210480692353675,4.4301934661754e-05,29314535,7845.93717758102,72.161,2296854563434,2016034524165.22,1897223634661.33,1693593885253.86,"32704135.7741935"
"200","Viet Nam","East Asia and Pacific",48974362192.3796,40157278812.1592,62152853678.3604,31666484833.5297,25987998690.2971,40157366141.6495,25734696643.1971,21128643535.1117,32623754669.1621,17362362629.3912,14265702113.2815,21996719258.5201,0.000501178299608105,0.000410948827325374,0.000636040167301227,0.000485500822048471,0.000398440016119953,0.000615680407079117,0.000476601523794774,0.00039129832553176,0.000604185524422716,0.000456871311837569,0.000375386125604003,0.000578819265458181,473.404113755631,388.174957996003,600.792236913825,306.099835041973,251.209509170023,388.175802154826,248.760998852546,204.237203300517,315.353155715807,167.830953284977,137.897499093734,212.628341032922,0.0198100187538769,0.000147892749051044,95349838,10298.9162918137,74.093,97718441182858.4,66528856519578.9,55616140988057.1,39902879188313.4,"103451492.645161"
"201","Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0146104069039457,6.7364768726319e-05,101110,NA,79.66829268,NA,NA,NA,NA,"89798.7419354839"
"202","Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151858892103704,3.35595552336679e-05,31166253,2004.45999998781,65.092,1631491157504.82,1266526862676.02,1129256695792.16,917277789368.587,"43448772.516129"
"203","Zambia","Sub-Saharan Africa",998144092.787498,845131206.558151,1207146742.6271,654512228.579365,551187514.734561,795696034.74078,535891817.360419,449994244.509478,653280899.958081,367247757.85098,306519549.913387,450259436.741176,0.000296514310852504,0.00025105944031859,0.000358601816184994,0.000276740334643683,0.000233052662148338,0.000336435558135815,0.000266613960148169,0.000223878670444161,0.000325016733199794,0.000246314311007477,0.000205583696927222,0.000301990524283936,36.1436758100907,30.6029445723843,43.7118456503352,23.700463664968,19.9589848671047,28.8128535056794,19.4051142073722,16.2946875180475,23.6558761722153,13.2983644322127,11.099342591494,16.3042903620848,0.00970045615142775,5.49858737527418e-05,18106035,3423.47546881468,62.793,3366259422412.86,2412378643722.19,2070291336486.95,1565520672210.65,"27616009.4516129"
"204","Zimbabwe","Sub-Saharan Africa",100667895.334103,50758991.375103,174500405.355911,70248660.1924732,35364885.7686628,121860655.298982,59408683.101562,29882528.4482423,103097247.141718,43499267.7391598,21841467.2215796,75551120.4711785,7.25266566480342e-05,3.65695530540758e-05,0.000125719634270565,6.9747084802736e-05,3.51123805064439e-05,0.000120990570296539,6.83162505662678e-05,3.43630290126743e-05,0.000118555352529618,6.54240297711646e-05,3.28501346348903e-05,0.000113630849709717,4.82404028820654,2.43238838528964,8.36211965047523,3.36634004154271,1.69469753161768,5.83960466004091,2.8468845981142,1.43198107668159,4.94045566527653,2.08449992308622,1.04665064746564,3.62043576815143,0.00831097840861049,2.91483890863716e-05,15203989,2225.22485855521,61.292,1388012352791,1027335172487.55,895701141198.502,698126228021.627,"20867963.2258065"
