"","location","region","gdp_sq","gdp_sq002","gdp_sq003","gdp_sq005","gdp_dif","gdp_dif_lower","gdp_dif_upper","gdp_dif002","gdp_dif002_lower","gdp_dif002_upper","gdp_dif003","gdp_dif003_lower","gdp_dif003_upper","gdp_dif005","gdp_dif005_lower","gdp_dif005_upper","gdp_dif_prop","gdp_dif_prop_lower","gdp_dif_prop_upper","gdp_dif_prop002","gdp_dif_prop002_lower","gdp_dif_prop002_upper","gdp_dif_prop003","gdp_dif_prop003_lower","gdp_dif_prop003_upper","gdp_dif_prop005","gdp_dif_prop005_lower","gdp_dif_prop005_upper","pop","gdp_dif_perc","gdp_dif_perc_lower","gdp_dif_perc_upper","gdp_dif_perc002","gdp_dif_perc002_lower","gdp_dif_perc002_upper","gdp_dif_perc003","gdp_dif_perc003_lower","gdp_dif_perc003_upper","gdp_dif_perc005","gdp_dif_perc005_lower","gdp_dif_perc005_upper"
"11","Belize","Latin America and Caribbean",146203433673.02,106037008619.925,91527131244.9364,69935968939.6332,12097456225.2423,12095688107.5663,12099433923.6249,8550447627.59159,8549223677.82298,8551814587.36764,7285179646.6144,7284148804.77994,7286330013.93123,5425753356.43455,5425004723.08264,5426587402.97904,0.082743995276458,0.0827319017323354,0.0827575223074785,0.0806364470186017,0.0806249043526538,0.0806493383646877,0.0795958482203324,0.0795845855289267,0.0796084168139415,0.0775817285253874,0.0775710239714467,0.0775936543849578,470454.451612903,25714.4048350854,25710.6465165704,25718.6086392493,18174.8681477607,18172.2665148834,18177.7737633232,15485.4091010042,15483.2179391799,15487.8543267065,11533.0046040226,11531.4133057591,11534.7774569346
"12","Benin","Sub-Saharan Africa",3304715115437.01,2245856998989.87,1876639239555.07,1345942204005.56,182935018385.346,182810543890.399,183117681819.846,122956012018.836,122873285103.465,123077209048.006,102120575895.477,102052349240.332,102220436298.534,72292812050.5839,72245331932.0445,72362164209.2814,0.0553557604801753,0.0553180947539027,0.0554110340599301,0.0547479256578395,0.0547110903137334,0.054801890371187,0.0544167327118709,0.0543803769468912,0.0544699450720051,0.053711676352401,0.0536763998610345,0.0537632031999069,18421548.483871,9930.4908349868,9923.73383000125,9940.40658309343,6674.5752739782,6670.08450516778,6681.15436418205,5543.53918645269,5539.83555343808,5548.96003384478,3924.36130512481,3921.78388235381,3928.1260352591
"13","Bolivia (Plurinational State of)","Latin America and Caribbean",4849495326664.06,3402169369808.55,2890001819986.29,2142915776074.48,500262115695.15,499983601144.89,500657204657.696,339713650063.276,339527635363.433,339977605812.046,283709414823.86,283555588592.556,283927732357.225,203192056237.239,203084371033.796,203344944157.747,0.103157562178594,0.103100130521999,0.10323903229784,0.099852068823485,0.0997973935032339,0.0999296533644289,0.0981692858675106,0.0981160588313751,0.0982448282190258,0.0948203650866103,0.0947701133666662,0.0948917108306731,14307379.3870968,34965.3211926647,34945.8546961999,34992.9355413065,23743.9464539291,23730.9451421717,23762.3953774971,19829.5863377835,19818.8348069027,19844.8454238438,14201.9059353727,14194.3793855742,14212.5918839571
"14","Botswana","Sub-Saharan Africa",2404335327118.54,1658516424421.08,1396613709857.21,1017503292633.81,127626984214.574,127591316922.751,127674078335.044,83874755675.1927,83850838624.4441,83906288908.5296,68839530106.7238,68819709548.9872,68865642670.1949,47547249329.7709,47533312064.066,47565583063.9986,0.0530820234495027,0.0530671888748821,0.0531016106177062,0.050572158611254,0.0505577378612413,0.0505911715271785,0.0492903152968203,0.0492761234285917,0.0493090123519092,0.0467293321544884,0.0467156346403813,0.0467473505081983,3130680.93548387,40766.5255082432,40755.1326858643,40781.5682805476,26791.2180780023,26783.578509729,26801.2904021985,21988.6764334495,21982.3453642205,21997.0172909208,15187.5104201323,15183.0585880894,15193.3665691956
"15","Brazil","Latin America and Caribbean",112114661910502,82263645773876.8,71421623047225.2,55202834056185.8,17419500332768.6,17419170774909.5,17419861934697.8,12862944113611.3,12862707751656.3,12863203614450.5,11201496865553.6,11201294333668.9,11201719291472.5,8706898203853.67,8706746182986.23,8707065255776.79,0.155372188043292,0.155369248571741,0.155375413330003,0.156362436804326,0.156359563579431,0.156365591306376,0.156836212727159,0.156833377004922,0.156839326992971,0.157725565230795,0.157722811370961,0.157728591378383,225285134.16129,77322.0141560576,77320.5513082744,77323.6192416774,57096.2844996343,57095.2353316283,57097.436376966,49721.4204002206,49720.5213977833,49722.4077086807,38648.3477317242,38647.6729385648,38649.0892450235
"16","Brunei Darussalam","East Asia and Pacific",956107133133.209,697849336855.135,604392555702.975,465081974997.03,175837377906.288,175792870858.356,175892627923.043,123775276620.668,123744262808.734,123813744948.85,105260506327.41,105234304764.73,105292993303.198,78133890421.2088,78114753613.9815,78157601359.299,0.183909701970385,0.183863151697524,0.183967488399165,0.177366761109873,0.177322319121759,0.177421885226427,0.174159170780951,0.174115818885841,0.174212922230206,0.168000255055483,0.167959107885186,0.168051237332511,478654.580645161,367357.558073054,367264.574427369,367472.985813619,258589.976207552,258525.18248534,258670.343824906,219909.117312809,219854.377289962,219976.988753095,163236.483219057,163196.502807293,163286.019855808
"17","Bulgaria","Europe and central Asia",8214638503972.85,5788768048500.85,4927805995352.37,3668394752286.5,3986828795311.07,3986663502599.4,3986993528286.7,2710497894411.33,2710385534079.81,2710609676436.07,2264733227980.61,2264639459766.37,2264826431228.33,1623137426406.97,1623070551966.58,1623203783526.34,0.48533222653473,0.485312104807939,0.48535228012267,0.468233978577408,0.468214568518035,0.468253288735252,0.459582465323631,0.459563436933648,0.45960137906492,0.442465311399563,0.442447081507497,0.442483400270541,6049396.58064516,659045.698552281,659018.374717669,659072.929859311,448060.869919403,448042.296111251,448079.348130122,374373.410271455,374357.909847076,374388.817303624,268313.939211746,268302.884482651,268324.908424706
"18","Burundi","Sub-Saharan Africa",381276656447.59,275919004019.885,237889605559.316,181351914081.362,15483653739.4182,15473318982.2613,15498300561.1038,11164124111.2318,11156826578.1987,11174452169.5445,9607102936.97386,9600897529.93278,9615878865.18483,7295548248.40119,7290959316.22591,7302028142.53905,0.0406100228733688,0.0405829172088018,0.040648438080379,0.0404615990511013,0.0404351509524681,0.0404990305370165,0.0403847108594175,0.0403586256211555,0.0404216016188533,0.0402286807137205,0.0402033766952958,0.0402644117627733,17766598.3548387,871.503561355697,870.921865470504,872.327963494648,628.37713152846,627.966387001717,628.958450366564,540.739580256081,540.390306471807,541.233536838861,410.632812353427,410.374522494917,410.997535752271
"19","Cambodia","East Asia and Pacific",6634977710986.59,4430569370699.18,3668798317330.7,2583631038173.54,1282512579980.53,1281625403672.79,1283861880443.25,822221848050.686,821652428255.012,823087995195.336,665968996841.787,665507888432.315,666670453296.715,447384041709.962,447075029762.974,447854227831.576,0.193295687769511,0.193161975744184,0.193499049486987,0.185579274187266,0.185450753505604,0.185774767604067,0.181522378511753,0.181396694740232,0.181713573664568,0.173160964201078,0.173041360456417,0.173342950759788,18563978.2580645,69086.0850056957,69038.2948017099,69158.7688046079,44291.2524794355,44260.5791082562,44337.9098894265,35874.2607637174,35849.4218847303,35912.0466544989,24099.5779832704,24082.932200632,24124.905858313
"20","Cameroon","Sub-Saharan Africa",5727669278212.82,3990066545820.57,3376773748223.94,2484565201201.48,324265802578.66,324065136261.201,324528259946.855,220838397485.624,220704232379.726,221013890987.017,184673937713.515,184562957456.347,184819110643.909,132565331989.646,132487642495.697,132666966077.92,0.0566139186513645,0.0565788841010593,0.0566597413683278,0.0553470462082752,0.0553134214292502,0.0553910288084092,0.0546894614454542,0.0546565956790621,0.0547324530525971,0.0533555456405573,0.0533242767916209,0.0533964518273721,38002995.1612903,8532.63805135433,8527.35777498118,8539.5442798524,5811.07874651336,5807.54836409669,5815.69663256808,4859.45744354443,4856.53714063943,4863.27748272234,3488.28642129441,3486.24212205906,3490.9607917708
"21","Canada","North America",77970668101751.1,55810583421164.6,47881799196047.3,36190963893452.1,35187600002928.8,35186841339985.2,35188429682272,24362382440842.1,24361864047816.1,24362948840445.6,20550275920843.8,20549841883436.2,20550749872355,15017621050502,15017309045741.5,15017961252184.8,0.45129278560252,0.451283055495519,0.451303426518693,0.436519042580074,0.436509754144185,0.436529191185746,0.429187630078451,0.429178565310316,0.429197528443156,0.414954989723805,0.41494636865581,0.414964389906784,42124739.0322581,835319.121525785,835301.111611397,835338.817299866,578339.071066671,578326.764924535,578352.516837886,487843.400171735,487833.096549266,487854.651315887,356503.598491183,356496.191804099,356511.674545554
"22","Chile","Latin America and Caribbean",20131844453278.5,14439724366001.8,12400321857848.6,9389321954418.13,4606430872258.99,4606257811041.76,4606614078849.12,3219448490423.76,3219328958638.36,3219574862252.99,2728510985115.34,2728410364302.72,2728617284272.59,2012429088407.73,2012355990592.95,2012506184081.56,0.228813156337934,0.2288045599464,0.228822256675986,0.222957752434937,0.222949474452452,0.222966504113711,0.220035497174484,0.22002738280344,0.220044069464661,0.214331673594469,0.214323888387493,0.214339884589278,20182637.4516129,228237.309583682,228228.734826411,228246.387019204,159515.747044571,159509.824538868,159522.008457606,135191.002249178,135186.016735621,135196.269110732,99710.907121651,99707.2853048813,99714.7270224948
"23","China","East Asia and Pacific",1936068437124287,1303336313104504,1083971572380515,770436502319632,666298886668429,666169437792534,666401976435259,427703319273431,427618360164479,427770957209941,346691520817500,346621899193213,346746939841694,233331334346671,233283495598156,233369403727444,0.344150482437546,0.344083620712303,0.344203729401782,0.328160364269032,0.328095178400966,0.328212260265353,0.319834513792764,0.319770285517724,0.319885639694592,0.302856022065617,0.302793929020478,0.302905434808469,1399244560.3871,476184.725337862,476092.211934873,476258.400640771,305667.308904962,305606.591063809,305715.647800409,247770.497475858,247720.740895587,247810.103864736,166755.219889595,166721.030906576,166782.426985375
"24","Colombia","Latin America and Caribbean",34742929225439.8,24742884297216,21171362875417.7,15914906722431.3,4678359328488.37,4678151022900.71,4678586312111.49,3246990146030.17,3246843552183.86,3247149558922.29,2741936968792.54,2741812450555.63,2742072223864.05,2007559819923.28,2007467818009.99,2007659514689.81,0.134656444715166,0.134650449089803,0.134662977947343,0.131229249873488,0.131223325186433,0.131235692650741,0.129511594738959,0.129505713292515,0.129517983324914,0.126143360745792,0.126137579881669,0.126149624983985,54779277.9354839,85403.8151798622,85400.0125450793,85407.9587836422,59274.0588850824,59271.382802961,59276.968979887,50054.2736620561,50052.0005719095,50056.7427539574,36648.1614140237,36646.4819119061,36649.9813497784
"25","Congo","Sub-Saharan Africa",579784616295.427,446815787171.862,396799023577.561,319490267991.539,22696213606.6038,22675808776.6348,22725947104.0735,17157796185.012,17142747787.2848,17179716099.2367,15095060715.1015,15082000252.4388,15114081442.8511,11937484607.3072,11927453998.0923,11952087619.3293,0.0391459396622539,0.0391107458516637,0.0391972233573262,0.0384001565692496,0.0383664773704405,0.0384492146259567,0.0380420813010164,0.0380091667475859,0.0380900167207614,0.0373641572319296,0.0373327615675861,0.0374098644521023,7874846.5483871,2882.11503134018,2879.52389132956,2885.89078713263,2178.81022564512,2176.89928076071,2181.59376105626,1916.87045866224,1915.21195489553,1919.28583623597,1515.90059996181,1514.62684698729,1517.75498682921
"26","Costa Rica","Latin America and Caribbean",5677697666343.69,3985636449538.54,3386135018390.67,2510678215886.38,1074761444933.97,1074703389957.83,1074825011235.78,735488138654.67,735448359326.752,735531542638.42,616674304111.263,616640962586.806,616710617032.437,445185109334.939,445161109438.959,445211149166.927,0.189295293284979,0.189285068193833,0.189306489073403,0.184534677953336,0.184524697281887,0.184545568054402,0.182117458625247,0.182107612141195,0.182128182627975,0.17731667344625,0.177307114317634,0.177327045078833,5491735.12903226,195705.258844733,195694.687508939,195716.833747804,133926.367782467,133919.124292571,133934.271292511,112291.341374276,112285.270155676,112297.953659887,81064.5631799414,81060.1929953975,81069.3048201291
"27","Côte d'Ivoire","Sub-Saharan Africa",12786428325683.4,8592065928572.33,7137761072488.26,5059133920028.1,465971677746.711,465504757595.578,466662088275.472,305511408858.579,305214284946.451,305950554868.589,250451354564.37,250211860168.378,250805229398.614,172589243930.968,172430327252.24,172823907059.601,0.0364426770226944,0.0364061601675383,0.0364966725960614,0.0355573864770546,0.035522805281496,0.0356084971195544,0.0350882233267387,0.0350546701728071,0.0351378011748412,0.034114385319535,0.0340829734847743,0.0341607693711024,38174770.0967742,12206.2733204538,12194.0422015774,12224.3588394238,8002.96656886468,7995.18331538667,8014.47013545845,6560.65128694864,6554.37765660627,6569.92114851812,4521.02903287823,4516.86616095196,4527.17610666645
