"","location","year","region","hc_sq","hc_cf","hc_cf_lower","hc_cf_upper"
"29744","Canada","2040","North America","331858163.47754","331911626.946039","331907011.011419","331916699.914267"
"29745","Canada","2041","North America","334381740.014081","334436017.489146","334431309.606664","334441184.823228"
"29746","Canada","2042","North America","336715213.016612","336770273.544012","336765475.866308","336775535.077558"
"29747","Canada","2043","North America","338989969.435989","339045804.102268","339040912.791761","339051161.085834"
"29748","Canada","2044","North America","341146786.41205","341203395.712653","341198410.029629","341208849.318813"
"29749","Canada","2045","North America","343091872.482607","343149241.904566","343144162.419152","343154791.931994"
"29750","Canada","2046","North America","344868781.481433","344926885.913791","344921713.81172","344932531.961864"
"29752","Canada","2047","North America","346610611.770046","346669423.292993","346664159.30617","346675167.243204"
"29753","Canada","2048","North America","348333204.147599","348392711.060614","348387354.794023","348398553.483004"
"29754","Canada","2049","North America","349862364.966177","349919817.120813","349914368.846901","349925757.178439"
"29755","Canada","2050","North America","351110588.477501","351168678.390939","351163137.533973","351174714.253002"
"29756","Chile","2020","Latin America and Caribbean","100196261.954414","100196261.954414","100196261.954414","100196261.954414"
"29757","Chile","2021","Latin America and Caribbean","112511829.756819","112523568.262294","112521925.075045","112525395.297147"
"29758","Chile","2022","Latin America and Caribbean","114758552.530673","114776373.40152","114774549.554899","114778142.553781"
"29759","Chile","2023","Latin America and Caribbean","115873990.909798","115894910.543048","115893151.937288","115896602.136002"
"29760","Chile","2024","Latin America and Caribbean","116903744.273496","116926374.113488","116924637.013745","116928095.967266"
"29762","Chile","2025","Latin America and Caribbean","117857184.477379","117880854.130661","117879084.315999","117882686.545225"
"29763","Chile","2026","Latin America and Caribbean","118759572.008825","118783916.61008","118782079.500386","118785855.378966"
"29764","Chile","2027","Latin America and Caribbean","119648662.731886","119673431.073728","119671534.904278","119675448.139668"
"29765","Chile","2028","Latin America and Caribbean","120495023.240799","120520020.155563","120518082.65358","120522084.963426"
"29766","Chile","2029","Latin America and Caribbean","121281117.592764","121306204.136131","121304244.264762","121308296.079794"
"29767","Chile","2030","Latin America and Caribbean","122041272.528905","122066368.739147","122064398.603337","122068476.386352"
"29768","Chile","2031","Latin America and Caribbean","122804999.709848","122830067.687812","122828093.77067","122832184.004394"
"29769","Chile","2032","Latin America and Caribbean","123599956.781172","123624987.233336","123623014.893291","123627108.998771"
"29770","Chile","2033","Latin America and Caribbean","124381053.247379","124406030.929458","124404059.829994","124408153.853967"
"29772","Chile","2034","Latin America and Caribbean","125092939.299127","125117860.210032","125115885.855561","125119985.753979"
"29773","Chile","2035","Latin America and Caribbean","125730479.893034","125755340.170237","125753363.50183","125757469.070342"
"29774","Chile","2036","Latin America and Caribbean","126210703.533069","126235143.425799","126233165.479408","126237271.018843"
"29775","Chile","2037","Latin America and Caribbean","126602447.668812","126626827.60836","126624847.193326","126628954.592504"
"29776","Chile","2038","Latin America and Caribbean","126864741.187236","126888322.264768","126886339.855801","126890447.430176"
"29777","Chile","2039","Latin America and Caribbean","126990974.992539","127013589.378579","127011665.201667","127015650.463376"
"29778","Chile","2040","Latin America and Caribbean","127051625.871508","127074172.523477","127072246.882002","127076230.829209"
"29779","Chile","2041","Latin America and Caribbean","127047760.186214","127070225.821943","127068299.14048","127072280.171778"
"29780","Chile","2042","Latin America and Caribbean","126961261.943816","126983636.046842","126981708.693246","126985685.436067"
"29782","Chile","2043","Latin America and Caribbean","126767829.897759","126789157.070168","126787225.728364","126791195.729604"
"29783","Chile","2044","Latin America and Caribbean","126321564.046956","126341230.304112","126339298.198097","126343258.311885"
"29784","Chile","2045","Latin America and Caribbean","125805153.337798","125824742.752063","125822812.615624","125826760.472959"
"29785","Chile","2046","Latin America and Caribbean","125264412.070461","125283908.684153","125281982.280049","125285916.402744"
"29786","Chile","2047","Latin America and Caribbean","124558647.707742","124575973.713039","124574084.51455","124577962.154634"
"29787","Chile","2048","Latin America and Caribbean","123784734.909539","123799386.181788","123797597.850392","123801314.26483"
"29788","Chile","2049","Latin America and Caribbean","122887027.101522","122901559.928073","122899781.730114","122903479.017396"
"29789","Chile","2050","Latin America and Caribbean","121973200.352686","121987617.191282","121985849.332093","121989526.499676"
"29790","China","2020","East Asia and Pacific","7526015967.13253","7526015967.13253","7526015967.13253","7526015967.13253"
"29792","China","2021","East Asia and Pacific","7492325758.61094","7493028487.76553","7492753434.75464","7493275823.06603"
"29793","China","2022","East Asia and Pacific","7453089334.42292","7454214520.47913","7453805028.02179","7454545277.33607"
"29794","China","2023","East Asia and Pacific","7398398878.43148","7399786234.99548","7399301822.87322","7400162648.88285"
"29795","China","2024","East Asia and Pacific","7315885986.69011","7317443503.98343","7316908120.53902","7317857402.76393"
"29796","China","2025","East Asia and Pacific","7250911934.05545","7252601040.71124","7252021120.00013","7253050699.11139"
"29797","China","2026","East Asia and Pacific","7193640128.40331","7195378134.35142","7194772575.99863","7195854260.83665"
"29798","China","2027","East Asia and Pacific","7133869073.05933","7135630874.70338","7135007394.69619","7136126162.21348"
"29799","China","2028","East Asia and Pacific","7066861978.35403","7068670037.71165","7068028021.20317","7069179957.21375"
"29800","China","2029","East Asia and Pacific","6983606571.70085","6985424784.6364","6984777263.18517","6985938673.17534"
"29802","China","2030","East Asia and Pacific","6908987435.91636","6910800743.96397","6910154133.42513","6911313385.87166"
"29803","China","2031","East Asia and Pacific","6840187308.68839","6841984546.20374","6841343761.88558","6842491982.67078"
"29804","China","2032","East Asia and Pacific","6768509704.43761","6770282013.9118","6769651027.99533","6770781200.58269"
"29805","China","2033","East Asia and Pacific","6702249220.36629","6703995686.84983","6703375305.67578","6704485997.60019"
"29806","China","2034","East Asia and Pacific","6638049358.63151","6639763203.21768","6639156001.43647","6640242533.03285"
"29807","China","2035","East Asia and Pacific","6572389654.75226","6574073808.07218","6573478656.31118","6574543175.57201"
"29808","China","2036","East Asia and Pacific","6500362522.10205","6501919713.38281","6501358571.87038","6502368313.44027"
"29809","China","2037","East Asia and Pacific","6423659159.92795","6425185410.23005","6424636235.99531","6425624353.05948"
"29810","China","2038","East Asia and Pacific","6348777673.00247","6350275492.77019","6349737313.77537","6350705658.38877"
"29812","China","2039","East Asia and Pacific","6280178911.10551","6281649787.00064","6281122114.74919","6282071420.99173"
"29813","China","2040","East Asia and Pacific","6207636743.51138","6209081964.51641","6208564257.2535","6209495522.00196"
"29814","China","2041","East Asia and Pacific","6121375398.31112","6122797355.14616","6122288686.24717","6123203589.77118"
"29815","China","2042","East Asia and Pacific","6049419832.82296","6050813741.92641","6050315479.49363","6051211769.60456"
"29816","China","2043","East Asia and Pacific","5982574148.26072","5983938978.9444","5983451282.33463","5984328744.32652"
"29817","China","2044","East Asia and Pacific","5914033994.45848","5915371848.78754","5914893979.00189","5915753910.36485"
"29818","China","2045","East Asia and Pacific","5839182794.19592","5840490895.2841","5840023748.95275","5840864549.79133"
"29819","China","2046","East Asia and Pacific","5744250085.59939","5745525435.17044","5745069980.77521","5745889947.42326"
"29820","China","2047","East Asia and Pacific","5659636896.57308","5660879174.72556","5660435741.3699","5661233901.56276"
"29822","China","2048","East Asia and Pacific","5578699368.96884","5579906661.39852","5579475980.73221","5580250854.84457"
"29823","China","2049","East Asia and Pacific","5502888347.60003","5504065144.3243","5503645602.04963","5504400131.41276"
"29824","China","2050","East Asia and Pacific","5425725306.56948","5426870458.46196","5426462482.19271","5427195833.38319"
"29825","Colombia","2020","Latin America and Caribbean","244489138.07601","244489138.07601","244489138.07601","244489138.07601"
"29826","Colombia","2021","Latin America and Caribbean","259564820.678603","259580501.158383","259578283.085355","259582971.528937"
"29827","Colombia","2022","Latin America and Caribbean","264092983.012626","264118050.250158","264115230.952042","264120841.238587"
"29828","Colombia","2023","Latin America and Caribbean","266371443.759987","266401843.15211","266399023.692456","266404610.239977"
"29829","Colombia","2024","Latin America and Caribbean","268765247.849575","268798738.888985","268795941.507063","268801626.575638"
"29830","Colombia","2025","Latin America and Caribbean","271091550.62294","271126801.741737","271123912.156538","271129876.116392"
"29832","Colombia","2026","Latin America and Caribbean","273431435.078336","273467645.819946","273464631.020686","273470912.257743"
"29833","Colombia","2027","Latin America and Caribbean","275785014.526694","275821655.632327","275818533.171623","275825065.697118"
"29834","Colombia","2028","Latin America and Caribbean","278098842.130465","278135534.619141","278132345.942553","278139028.921416"
"29835","Colombia","2029","Latin America and Caribbean","280268140.450264","280304591.432391","280301388.311384","280308113.449442"
"29836","Colombia","2030","Latin America and Caribbean","282261096.009377","282297109.375084","282293932.122504","282300610.518216"
"29837","Colombia","2031","Latin America and Caribbean","284075740.229366","284111176.060832","284108058.066213","284114616.184178"
"29838","Colombia","2032","Latin America and Caribbean","285689963.365487","285724751.144602","285721709.545017","285728109.704208"
"29839","Colombia","2033","Latin America and Caribbean","287104413.864478","287138515.63623","287135560.122821","287141780.715241"
"29840","Colombia","2034","Latin America and Caribbean","288316491.692557","288349905.089634","288347035.627147","288353076.300556"
"29842","Colombia","2035","Latin America and Caribbean","289319330.567327","289352061.671847","289349274.435201","289355141.576415"
"29843","Colombia","2036","Latin America and Caribbean","290127784.017463","290159837.952389","290157130.962057","290162828.983813"
"29844","Colombia","2037","Latin America and Caribbean","290733190.140432","290764569.979646","290761941.47765","290767474.388958"
"29845","Colombia","2038","Latin America and Caribbean","291141065.112162","291171773.225093","291169221.366275","291174593.102606"
"29846","Colombia","2039","Latin America and Caribbean","291364580.312394","291394617.781249","291392140.448415","291397355.039172"
"29847","Colombia","2040","Latin America and Caribbean","291407733.26599","291437099.918238","291434695.714691","291439756.353484"
"29848","Colombia","2041","Latin America and Caribbean","291271359.368258","291300054.006458","291297721.722757","291302631.222778"
"29849","Colombia","2042","Latin America and Caribbean","290952305.031003","290980324.826772","290978063.436125","290982824.272824"
"29850","Colombia","2043","Latin America and Caribbean","290448089.855076","290475432.433947","290473240.953353","290477855.415469"
"29852","Colombia","2044","Latin America and Caribbean","289787643.596116","289814308.692162","289812185.987443","289816656.853371"
"29853","Colombia","2045","Latin America and Caribbean","288974551.153578","289000542.055575","288998487.16955","289002812.582259"
"29854","Colombia","2046","Latin America and Caribbean","288023528.529255","288048848.167202","288046856.644067","288051042.828226"
"29855","Colombia","2047","Latin America and Caribbean","286944432.023397","286969083.154242","286967153.816319","286971204.515992"
"29856","Colombia","2048","Latin America and Caribbean","285743567.475851","285767553.961065","285765685.810801","285769604.646887"
"29857","Colombia","2049","Latin America and Caribbean","284451307.530547","284474637.286828","284472829.032962","284476619.360815"
"29858","Colombia","2050","Latin America and Caribbean","283085010.775515","283107691.405762","283105941.895834","283109606.480337"
"29859","Congo","2020","Sub-Saharan Africa","10051831.0553058","10051831.0553058","10051831.0553058","10051831.0553058"
"29860","Congo","2021","Sub-Saharan Africa","9819157.88462764","9819594.91547742","9819407.11610481","9819876.45529363"
"29862","Congo","2022","Sub-Saharan Africa","9574745.19117334","9575463.98779421","9575164.84637036","9575894.78749575"
"29863","Congo","2023","Sub-Saharan Africa","9365809.34524514","9366719.36395433","9366345.21362577","9367256.35297886"
"29864","Congo","2024","Sub-Saharan Africa","9145200.15582249","9146241.47091356","9145813.35745361","9146858.89140661"
"29865","Congo","2025","Sub-Saharan Africa","8909584.31759221","8910717.66239934","8910248.89537587","8911396.8629057"
"29866","Congo","2026","Sub-Saharan Africa","8713055.7974911","8714248.85334831","8713752.0925537","8714970.33433049"
"29867","Congo","2027","Sub-Saharan Africa","8590613.43085399","8591845.64804585","8591329.88902706","8592596.02709665"
"29868","Congo","2028","Sub-Saharan Africa","8460025.3064192","8461277.12189344","8460751.22466821","8462042.57756695"
"29869","Congo","2029","Sub-Saharan Africa","8335873.95765816","8337131.4881459","8336602.18408149","8337902.53787149"
"29870","Congo","2030","Sub-Saharan Africa","8253724.03001546","8254982.25051771","8254451.93119595","8255755.22807338"
"29872","Congo","2031","Sub-Saharan Africa","8257925.12020464","8259183.20523548","8258652.69949425","8259957.17947559"
"29873","Congo","2032","Sub-Saharan Africa","8275506.24290766","8276759.48308379","8276231.33296121","8277530.13453493"
"29874","Congo","2033","Sub-Saharan Africa","8289874.94212633","8291122.84552297","8290597.23061161","8291889.88948509"
"29875","Congo","2034","Sub-Saharan Africa","8304049.32550613","8305291.83102386","8304768.75537381","8306055.27955588"
"29876","Congo","2035","Sub-Saharan Africa","8315733.7958596","8316970.94369866","8316450.36493223","8317730.84398152"
"29877","Congo","2036","Sub-Saharan Africa","8328124.28317718","8329355.63088868","8328837.71198755","8330111.75473106"
"29878","Congo","2037","Sub-Saharan Africa","8347956.30114779","8349182.63820746","8348667.05556124","8349935.48194774"
"29879","Congo","2038","Sub-Saharan Africa","8414423.35241851","8415645.61817673","8415132.00496434","8416395.76675694"
"29880","Congo","2039","Sub-Saharan Africa","8479415.22621149","8480633.5294713","8480121.83147426","8481381.01442894"
"29882","Congo","2040","Sub-Saharan Africa","8542586.44766111","8543801.92916864","8543291.68181793","8544547.46510733"
"29883","Congo","2041","Sub-Saharan Africa","8604807.9726011","8606020.66071787","8605511.84382441","8606764.22938846"
"29884","Congo","2042","Sub-Saharan Africa","8658251.39049009","8659460.96725132","8658953.72787111","8660202.35695259"
"29885","Congo","2043","Sub-Saharan Africa","8705310.83766227","8706517.20086263","8706011.59059217","8707256.36163703"
"29886","Congo","2044","Sub-Saharan Africa","8744965.19766995","8746167.98460599","8745664.16868902","8746904.72146448"
"29887","Congo","2045","Sub-Saharan Africa","8769486.52584563","8770683.35770277","8770182.33278437","8771416.20986765"
"29888","Congo","2046","Sub-Saharan Africa","8793535.01169483","8794726.01915573","8794227.74113593","8795455.09017505"
"29889","Congo","2047","Sub-Saharan Africa","8827199.38531432","8828383.51044125","8827888.40592743","8829108.18834987"
"29890","Congo","2048","Sub-Saharan Africa","8847132.46147099","8848308.91778815","8847817.31159648","8849028.73765704"
"29892","Congo","2049","Sub-Saharan Africa","8853759.29478","8854927.10450793","8854439.39831516","8855641.49226747"
"29893","Congo","2050","Sub-Saharan Africa","8844168.45085428","8845326.41282136","8844843.09662849","8846034.67573627"
"29894","Costa Rica","2020","Latin America and Caribbean","24131408.7436615","24131408.7436615","24131408.7436615","24131408.7436615"
"29895","Costa Rica","2021","Latin America and Caribbean","25383293.1476393","25385104.3496338","25384845.8654294","25385391.9541796"
"29896","Costa Rica","2022","Latin America and Caribbean","25784065.5941927","25787000.616858","25786655.3336709","25787343.6884338"
"29897","Costa Rica","2023","Latin America and Caribbean","26181882.1435083","26185520.0845448","26185155.7369744","26185866.5013"
"29898","Costa Rica","2024","Latin America and Caribbean","26587320.7991719","26591413.3414971","26591045.5981577","26591782.6314813"
"29899","Costa Rica","2025","Latin America and Caribbean","26979219.785425","26983612.3922983","26983237.5172106","26984009.6269537"
"29900","Costa Rica","2026","Latin America and Caribbean","27361413.1826513","27366006.7902204","27365615.718489","27366429.4569469"
"29902","Costa Rica","2027","Latin America and Caribbean","27728245.2981865","27732970.4874123","27732564.4998282","27733412.0921649"
"29903","Costa Rica","2028","Latin America and Caribbean","28080788.648596","28085597.2929577","28085180.6016192","28086051.4684164"
"29904","Costa Rica","2029","Latin America and Caribbean","28425049.9689057","28429910.2057844","28429486.6588421","28430372.2891611"
"29905","Costa Rica","2030","Latin America and Caribbean","28751817.332982","28756709.0164674","28756281.3989835","28757175.7872422"
"29906","Costa Rica","2031","Latin America and Caribbean","29063842.720299","29068753.9115089","29068323.7416039","29069223.5525682"
"29907","Costa Rica","2032","Latin America and Caribbean","29360128.0425828","29365051.1723941","29364619.2867153","29365523.2095089"
"29908","Costa Rica","2033","Latin America and Caribbean","29647812.9614925","29652743.1958788","29652310.126007","29653217.0629175"
"29909","Costa Rica","2034","Latin America and Caribbean","29926759.9481126","29931696.4725977","29931262.2258987","29932172.1488423"
"29910","Costa Rica","2035","Latin America and Caribbean","30183116.3446991","30188056.185378","30187620.9367086","30188533.4499962"
"29912","Costa Rica","2036","Latin America and Caribbean","30419578.8717922","30424520.215224","30424084.0396085","30424998.9564191"
"29913","Costa Rica","2037","Latin America and Caribbean","30637001.183532","30641940.8382015","30641503.9452844","30642420.8060906"
"29914","Costa Rica","2038","Latin America and Caribbean","30837906.1098296","30842840.8499398","30842403.4669565","30843321.9034733"
"29915","Costa Rica","2039","Latin America and Caribbean","31018629.6304842","31023556.0837049","31023118.3635647","31024038.1353328"
"29916","Costa Rica","2040","Latin America and Caribbean","31166502.2482054","31171415.8363438","31170978.1226446","31171898.4819095"
"29917","Costa Rica","2041","Latin America and Caribbean","31262354.4965909","31266887.8215002","31266469.8216913","31267351.2154467"
"29918","Costa Rica","2042","Latin America and Caribbean","31319966.6002495","31324473.5921746","31324057.08935","31324935.9149609"
"29919","Costa Rica","2043","Latin America and Caribbean","31339361.2242222","31343773.522649","31343359.1631734","31344234.4081104"
"29920","Costa Rica","2044","Latin America and Caribbean","31334814.1296015","31338908.4686014","31338513.9723414","31339349.8292671"
"29922","Costa Rica","2045","Latin America and Caribbean","31296390.0808819","31300451.4472528","31300059.5285426","31300891.5520351"
"29923","Costa Rica","2046","Latin America and Caribbean","31182153.3001274","31185829.4478574","31185440.8103442","31186267.3355008"
"29924","Costa Rica","2047","Latin America and Caribbean","31029911.637656","31033555.8725303","31033170.5018423","31033991.2078262"
"29925","Costa Rica","2048","Latin America and Caribbean","30855473.0489834","30858922.7464314","30858540.8986889","30859355.1180666"
"29926","Costa Rica","2049","Latin America and Caribbean","30660846.7021084","30664261.8414868","30663883.5516946","30664690.9090967"
"29927","Costa Rica","2050","Latin America and Caribbean","30448689.5836837","30452066.5172701","30451692.1363785","30452492.6135197"
"29928","Côte d'Ivoire","2020","Sub-Saharan Africa","63564817.9809975","63564817.9809975","63564817.9809975","63564817.9809975"
"29929","Côte d'Ivoire","2021","Sub-Saharan Africa","63943322.3430599","63946025.1397677","63944994.5897011","63947529.1942598"
"29930","Côte d'Ivoire","2022","Sub-Saharan Africa","64193730.3145398","64198197.726628","64196561.3013004","64200478.3303711"
"29932","Côte d'Ivoire","2023","Sub-Saharan Africa","64503607.0148469","64509445.3632964","64507346.9029456","64512380.1252963"
"29933","Côte d'Ivoire","2024","Sub-Saharan Africa","64820944.1712995","64828027.6565358","64825492.1350042","64831634.6668951"
"29934","Côte d'Ivoire","2025","Sub-Saharan Africa","65096599.3074256","65104847.2272248","65101888.5370268","65109123.1574894"
"29935","Côte d'Ivoire","2026","Sub-Saharan Africa","65341259.6998971","65350536.3580687","65347198.2931208","65355415.7056853"
"29936","Côte d'Ivoire","2027","Sub-Saharan Africa","65528540.2389658","65538645.1450825","65535000.8703235","65544012.2401562"
"29937","Côte d'Ivoire","2028","Sub-Saharan Africa","65832247.1100194","65842949.0216404","65839084.3691853","65848666.4595809"
"29938","Côte d'Ivoire","2029","Sub-Saharan Africa","66116628.0524003","66127731.8080781","66123719.9581726","66133680.6616167"
"29939","Côte d'Ivoire","2030","Sub-Saharan Africa","66352039.8514474","66363412.184807","66359302.7354354","66369511.6807298"
"29940","Côte d'Ivoire","2031","Sub-Saharan Africa","66567664.160301","66579233.6063816","66575053.2691574","66585440.1023741"
"29942","Côte d'Ivoire","2032","Sub-Saharan Africa","66741780.4222208","66753508.703984","66749271.8021414","66759798.5233437"
"29943","Côte d'Ivoire","2033","Sub-Saharan Africa","66875252.2943632","66887128.258838","66882839.0591041","66893494.1132565"
"29944","Côte d'Ivoire","2034","Sub-Saharan Africa","66926239.6550877","66938258.5453095","66933919.0008277","66944697.3711252"
"29945","Côte d'Ivoire","2035","Sub-Saharan Africa","66896265.2602761","66908421.840717","66904034.0343736","66914930.5526701"
"29946","Côte d'Ivoire","2036","Sub-Saharan Africa","66817608.4295987","66829901.5541548","66825466.1063016","66836479.2512676"
"29947","Côte d'Ivoire","2037","Sub-Saharan Africa","66828981.1117294","66841410.9454835","66836927.6992921","66848058.5744264"
"29948","Côte d'Ivoire","2038","Sub-Saharan Africa","66851191.0475045","66863755.4265938","66859225.2014459","66870472.1530075"
"29949","Côte d'Ivoire","2039","Sub-Saharan Africa","66772530.1973239","66785220.6225208","66780646.6351431","66792001.3937486"
"29950","Côte d'Ivoire","2040","Sub-Saharan Africa","66603145.0221965","66615951.9511037","66611337.7281534","66622791.3765676"
"29952","Côte d'Ivoire","2041","Sub-Saharan Africa","66355816.7124942","66368734.1411042","66364081.9639703","66375628.7876879"
"29953","Côte d'Ivoire","2042","Sub-Saharan Africa","66014572.6205496","66027589.4683782","66022903.4486024","66034533.3048114"
"29954","Côte d'Ivoire","2043","Sub-Saharan Africa","65581577.282534","65594683.2864086","65589967.2357379","65601670.7149995"
"29955","Côte d'Ivoire","2044","Sub-Saharan Africa","65460369.2769616","65473584.3398469","65468830.4934881","65480627.9419804"
"29956","Côte d'Ivoire","2045","Sub-Saharan Africa","65334469.1632237","65347790.2171556","65342999.6111462","65354888.5115159"
"29957","Côte d'Ivoire","2046","Sub-Saharan Africa","65137884.4504695","65151304.0608651","65146479.447449","65158452.7844296"
"29958","Côte d'Ivoire","2047","Sub-Saharan Africa","64871147.404849","64884656.6491766","64879801.2843427","64891850.7876934"
"29959","Côte d'Ivoire","2048","Sub-Saharan Africa","64614402.4034785","64627999.0839216","64623113.4794167","64635237.5525379"
"29960","Côte d'Ivoire","2049","Sub-Saharan Africa","64316956.7165883","64330632.4168351","64325719.4273091","64337910.6694884"
"29962","Côte d'Ivoire","2050","Sub-Saharan Africa","64151936.0241631","64165693.1697085","64160751.4459514","64173013.3815912"
"29963","Croatia","2020","Europe and central Asia","25564081.0188554","25564081.0188554","25564081.0188554","25564081.0188554"
"29964","Croatia","2021","Europe and central Asia","25216955.2992795","25220272.5931374","25219782.7525716","25220803.9857806"
"29965","Croatia","2022","Europe and central Asia","25007897.356783","25012922.8625013","25012351.4649912","25013464.9671386"
"29966","Croatia","2023","Europe and central Asia","24898396.3507883","24904222.5089476","24903702.1433895","24904713.6123564"
"29967","Croatia","2024","Europe and central Asia","24795419.4722615","24801552.8890641","24801091.6241572","24801997.9888724"
"29968","Croatia","2025","Europe and central Asia","24685171.0374033","24691371.4051646","24690942.9128847","24691803.7592222"
"29969","Croatia","2026","Europe and central Asia","24571990.6478027","24578143.3437169","24577726.8622727","24578578.1873124"
"29970","Croatia","2027","Europe and central Asia","24445938.0444621","24451986.7127536","24451572.300625","24452424.0648085"
"29972","Croatia","2028","Europe and central Asia","24310345.1279555","24316253.3629636","24315842.5748673","24316688.1212289"
"29973","Croatia","2029","Europe and central Asia","24180800.8853744","24186544.9898893","24186141.505201","24186973.0084987"
"29974","Croatia","2030","Europe and central Asia","24049347.9569","24054916.9227411","24054523.0003257","24055336.0970418"
"29975","Croatia","2031","Europe and central Asia","23931536.1426012","23936925.8435428","23936543.0161873","23937334.3976275"
"29976","Croatia","2032","Europe and central Asia","23794414.1278554","23799618.8913276","23799248.5709946","23800015.1253962"
"29977","Croatia","2033","Europe and central Asia","23648403.6094989","23653423.4900611","23653066.0202652","23653806.9626907"
"29978","Croatia","2034","Europe and central Asia","23503376.6500192","23508220.9209881","23507875.5284457","23508592.4395257"
"29979","Croatia","2035","Europe and central Asia","23355987.9234253","23360663.7529751","23360329.8291505","23361023.9792578"
"29980","Croatia","2036","Europe and central Asia","23217274.4164421","23221791.9635111","23221468.7505581","23222141.6897648"
"29982","Croatia","2037","Europe and central Asia","23050278.2423224","23054636.9465072","23054324.5695125","23054975.9825949"
"29983","Croatia","2038","Europe and central Asia","22878549.0920623","22882748.8938119","22882447.3990938","22883077.1696267"
"29984","Croatia","2039","Europe and central Asia","22701490.6450901","22705537.2563318","22705246.1271626","22705855.2691007"
"29985","Croatia","2040","Europe and central Asia","22515537.2946035","22519433.5212467","22519152.4779218","22519741.4944645"
"29986","Croatia","2041","Europe and central Asia","22306126.0682533","22309530.6251726","22309261.8932841","22309828.0174243"
"29987","Croatia","2042","Europe and central Asia","22067445.0012649","22070718.269584","22070459.4699424","22071005.6133881"
"29988","Croatia","2043","Europe and central Asia","21835253.8856205","21838398.3194207","21838149.3844102","21838675.6092803"
"29989","Croatia","2044","Europe and central Asia","21607919.7179755","21610937.5252346","21610698.1530325","21611204.8972199"
"29990","Croatia","2045","Europe and central Asia","21380735.8749168","21383626.5028776","21383396.658413","21383883.7236214"
"29992","Croatia","2046","Europe and central Asia","21153485.498836","21156254.6053474","21156033.8600927","21156502.027031"
"29993","Croatia","2047","Europe and central Asia","20934577.0010936","20937230.1846841","20937017.9554292","20937468.4986052"
"29994","Croatia","2048","Europe and central Asia","20732379.2158285","20734919.4839228","20734715.5065276","20735148.8977602"
"29995","Croatia","2049","Europe and central Asia","20529193.2710122","20531432.2341808","20531235.9640157","20531650.9906436"
"29996","Croatia","2050","Europe and central Asia","20311999.0429082","20314145.2457635","20313956.5332603","20314355.5668493"
"29997","Cuba","2020","Latin America and Caribbean","68727732.9159823","68727732.9159823","68727732.9159823","68727732.9159823"
"29998","Cuba","2021","Latin America and Caribbean","68607793.6475451","68611915.2705963","68611325.6173318","68612574.970544"
"29999","Cuba","2022","Latin America and Caribbean","68384255.7204907","68390800.3973012","68389993.3334702","68391638.7376833"
"291000","Cuba","2023","Latin America and Caribbean","68346743.2696428","68354899.468481","68353969.5661745","68355869.3662136"
"291001","Cuba","2024","Latin America and Caribbean","68376765.8633792","68386055.8477195","68385018.4362458","68387162.3439501"
"291002","Cuba","2025","Latin America and Caribbean","68344556.4090671","68354550.3216912","68353409.57337","68355773.9128493"
"291003","Cuba","2026","Latin America and Caribbean","68173519.5406227","68183982.254425","68182746.3050292","68185312.2595567"
"291004","Cuba","2027","Latin America and Caribbean","67798649.8065682","67809647.3683524","67808326.0009208","67811070.6967817"
"291005","Cuba","2028","Latin America and Caribbean","67152533.2059124","67163120.2037487","67161795.9822944","67164550.2319599"
"291006","Cuba","2029","Latin America and Caribbean","66398118.5989803","66408835.0365976","66407487.1069727","66410290.3565053"
"291007","Cuba","2030","Latin America and Caribbean","65664657.7029033","65675442.5927206","65674080.2500557","65676912.3533636"
"291008","Cuba","2031","Latin America and Caribbean","64857280.532652","64868063.3336559","64866697.6992895","64869535.4057698"
"291009","Cuba","2032","Latin America and Caribbean","63977121.4517507","63987746.6182818","63986390.5765023","63989207.388903"
"291011","Cuba","2033","Latin America and Caribbean","63123002.6737237","63133541.1283021","63132194.297051","63134992.1709443"
"291012","Cuba","2034","Latin America and Caribbean","62310299.1766344","62320762.7119514","62319423.2635752","62322206.4109722"
"291013","Cuba","2035","Latin America and Caribbean","61515850.5137968","61526243.6695458","61524910.7245316","61527681.3011356"
"291014","Cuba","2036","Latin America and Caribbean","60805566.6870674","60815900.1154887","60814571.7002181","60817333.9986802"
"291015","Cuba","2037","Latin America and Caribbean","60119661.4711399","60129932.0308601","60128608.477575","60131361.6168136"
"291016","Cuba","2038","Latin America and Caribbean","59483173.6783712","59493390.7989872","59492070.5641811","59494817.4920193"
"291017","Cuba","2039","Latin America and Caribbean","59069509.6023877","59079733.9205599","59078408.1566602","59081167.3920805"
"291018","Cuba","2040","Latin America and Caribbean","58745696.2030049","58755973.534388","58754635.6936917","58757420.9661485"
"291019","Cuba","2041","Latin America and Caribbean","58378080.6712542","58388428.7832547","58387076.40357","58389892.890053"
"291020","Cuba","2042","Latin America and Caribbean","57929459.5545738","57939872.0340819","57938506.1923239","57941351.6741711"
"291021","Cuba","2043","Latin America and Caribbean","57367770.7328548","57378246.8050342","57376868.1996882","57379741.2968024"
"291022","Cuba","2044","Latin America and Caribbean","56766528.1298614","56777085.1002797","56775691.6607408","56778596.7824804"
"291023","Cuba","2045","Latin America and Caribbean","56068630.2083257","56079153.4049643","56077747.2527895","56080680.0236863"
"291024","Cuba","2046","Latin America and Caribbean","55340624.7240585","55351210.3956406","55349791.9465488","55352751.6910052"
